OrderID,ProductID,Quantity,Price
38,118,5,446.66
38,486,4,17.27
38,132,4,125.21
38,482,4,272.9
38,8,5,77.63
39,437,5,472.81
39,290,2,29.64
39,59,5,65.76
39,36,1,100.2
40,292,1,88.38
41,128,1,45.12
41,31,5,138.69
42,490,2,64.11
42,83,4,25.88
42,456,1,99.8
43,11,5,517.47
43,180,5,33.64
44,187,3,123.84
44,41,2,133.15
45,352,3,120.85
45,286,3,845.87
45,65,2,381.93
46,307,3,118.25
46,326,1,54.03
46,279,4,40.55
46,183,1,628.69
47,313,2,49.55
47,485,5,48.72
48,193,5,66.36
48,90,5,134.43
48,420,5,35.24
48,327,1,24.26
49,168,3,751.31
50,213,5,150.41
50,320,1,105.29
50,138,2,482.99
51,295,1,345.39
52,214,4,644.04
53,481,3,30.46
53,433,2,44.31
54,346,4,30.44
54,250,4,40.53
54,90,2,134.43
54,412,5,70.2
55,108,1,38.48
55,247,2,640.32
55,240,1,343.76
55,20,4,189.36
55,52,3,220.04
56,321,4,191.55
56,487,5,16.79
56,237,2,124.92
56,19,2,55.04
57,118,4,446.66
57,424,4,493.39
58,150,3,180.76
58,240,5,343.76
58,266,2,69.9
59,493,1,90.07
59,20,1,189.36
60,74,5,177.79
60,462,2,39.93
60,212,5,37.47
60,252,5,104.67
61,466,5,287.54
62,276,2,115.47
62,451,2,97.55
63,251,4,39.4
63,36,2,100.2
64,488,5,96.61
65,154,2,527.29
65,464,2,103.25
65,151,3,816.05
66,466,2,287.54
66,309,3,144.89
66,102,3,83.05
67,63,2,712.23
67,55,1,44.51
67,424,1,493.39
67,81,1,865.56
67,195,4,328.95
68,93,3,36.61
68,487,3,16.79
68,430,1,116.28
69,118,1,446.66
69,118,1,446.66
69,359,3,110.0
69,281,2,160.02
70,248,1,49.22
70,271,2,395.37
70,373,4,410.81
71,173,4,285.17
71,190,3,100.79
71,194,3,107.11
71,64,5,555.24
71,352,5,120.85
72,319,3,21.4
72,307,1,118.25
73,352,2,120.85
73,490,5,64.11
73,240,2,343.76
74,497,4,113.89
74,217,3,427.27
74,454,4,86.83
74,410,4,173.02
75,499,2,43.75
75,395,1,26.45
76,310,1,212.06
76,117,1,421.37
77,130,1,103.7
77,361,2,299.96
77,300,1,709.83
77,404,5,590.39
78,416,5,15.81
78,51,2,415.42
78,358,2,996.09
78,41,4,133.15
78,214,2,644.04
79,292,5,88.38
79,270,5,195.94
80,354,5,38.18
80,440,1,145.88
80,152,2,49.18
80,95,5,148.74
81,432,2,328.03
81,157,2,249.54
81,30,1,493.73
81,471,2,12.72
81,110,3,63.57
82,198,1,14.45
82,365,3,114.28
82,255,5,60.92
83,171,5,81.4
83,169,5,109.61
83,8,5,77.63
83,140,3,53.69
83,437,3,472.81
84,369,4,149.81
84,225,1,859.74
84,226,3,26.12
84,271,1,395.37
85,37,1,156.42
85,174,3,15.21
86,417,5,492.2
86,179,1,119.43
86,365,5,114.28
86,479,2,389.38
87,323,5,143.15
87,339,2,16.7
87,287,1,180.33
87,188,2,796.63
88,297,2,30.27
88,189,1,162.63
88,185,1,814.72
89,130,1,103.7
89,71,5,139.01
89,117,2,421.37
89,241,2,498.95
90,397,5,47.83
91,372,2,305.87
91,428,3,20.65
92,177,4,48.1
93,40,1,95.78
94,486,2,17.27
94,500,1,35.86
94,216,3,413.45
94,71,1,139.01
95,58,2,649.14
95,246,3,28.53
95,421,2,235.57
96,336,5,189.44
96,13,1,72.85
96,217,4,427.27
97,259,5,31.53
97,341,2,61.2
97,26,5,285.2
98,251,4,39.4
98,265,1,112.5
98,384,4,189.95
98,386,1,420.56
99,465,5,144.82
99,393,5,184.0
99,205,4,284.1
99,478,1,46.52
100,324,5,84.71
100,364,5,27.35
100,125,2,223.72
101,5,3,36.06
101,324,5,84.71
101,318,1,10.97
101,284,5,25.07
102,258,4,265.49
102,93,2,36.61
102,219,4,208.57
102,481,3,30.46
102,479,5,389.38
103,70,1,724.49
104,447,2,88.12
104,71,5,139.01
104,395,4,26.45
105,80,3,828.57
105,388,1,27.75
106,32,5,115.46
106,43,4,33.96
107,156,2,496.01
107,87,5,783.01
107,212,2,37.47
107,128,2,45.12
107,360,4,13.45
108,5,4,36.06
108,375,3,447.4
109,443,2,134.17
109,500,1,35.86
109,229,1,17.76
109,476,2,343.25
110,445,4,97.26
110,43,3,33.96
110,475,2,25.4
111,113,4,828.05
111,162,1,46.64
111,365,4,114.28
112,391,2,247.29
112,239,4,154.06
112,420,1,35.24
113,71,5,139.01
113,453,2,84.16
113,128,3,45.12
114,267,1,490.85
114,449,2,50.92
114,308,4,25.91
114,403,1,159.51
115,475,5,25.4
115,117,1,421.37
115,212,3,37.47
116,331,4,865.86
116,222,3,112.27
116,156,3,496.01
116,332,5,235.95
117,253,5,21.0
117,169,3,109.61
117,164,3,43.08
117,170,1,130.19
118,337,1,262.98
118,367,4,27.48
119,492,5,62.24
119,226,1,26.12
119,423,4,112.5
120,445,3,97.26
120,316,3,276.0
120,195,4,328.95
120,168,4,751.31
121,364,5,27.35
121,308,5,25.91
121,272,4,198.89
122,47,2,92.87
123,277,3,48.47
124,269,2,395.82
124,304,2,168.36
124,239,1,154.06
125,497,3,113.89
125,134,2,694.92
126,316,2,276.0
126,103,2,410.34
126,235,5,42.7
127,411,2,112.01
128,51,1,415.42
129,264,2,360.2
129,266,4,69.9
129,262,5,46.63
130,249,3,36.81
130,79,4,135.1
130,109,4,62.85
130,371,3,974.55
131,394,2,488.39
131,487,5,16.79
131,81,1,865.56
131,496,2,131.97
131,255,4,60.92
132,291,5,52.01
132,440,5,145.88
133,6,1,36.72
133,376,3,107.22
133,307,4,118.25
134,229,5,17.76
135,343,4,62.24
135,172,1,689.01
135,170,4,130.19
135,370,4,21.09
136,59,1,65.76
136,95,1,148.74
137,4,2,16.63
137,304,2,168.36
137,399,4,499.0
137,285,2,327.28
137,491,2,120.77
138,326,5,54.03
138,497,5,113.89
138,1,5,233.19
138,217,2,427.27
139,134,5,694.92
140,2,1,139.9
141,344,2,454.19
142,429,2,148.7
143,372,4,305.87
143,30,3,493.73
143,271,1,395.37
143,462,4,39.93
144,135,2,38.35
144,235,2,42.7
144,141,3,48.62
144,84,2,126.76
145,433,1,44.31
145,318,4,10.97
146,498,2,141.76
146,346,4,30.44
147,475,4,25.4
148,473,1,27.81
148,347,1,180.46
148,153,2,377.55
148,136,5,185.34
149,268,3,261.4
150,408,5,27.7
150,187,4,123.84
150,35,3,487.78
150,151,2,816.05
151,36,2,100.2
151,413,4,821.39
151,150,4,180.76
151,197,2,144.3
152,500,5,35.86
152,141,5,48.62
152,234,2,577.04
152,466,3,287.54
153,461,4,496.43
153,387,2,949.95
153,160,2,46.61
153,136,4,185.34
153,114,5,96.55
154,438,3,46.86
154,271,5,395.37
154,395,5,26.45
154,392,2,34.77
155,462,5,39.93
155,464,4,103.25
156,348,1,164.95
156,103,1,410.34
156,483,2,21.86
156,128,2,45.12
157,69,1,113.7
158,178,2,180.08
158,20,3,189.36
158,296,3,103.03
158,286,5,845.87
158,448,3,24.43
159,102,3,83.05
160,132,1,125.21
160,66,4,480.83
160,496,3,131.97
160,232,2,343.88
160,497,2,113.89
161,204,1,211.45
161,268,1,261.4
161,115,3,29.2
161,57,2,275.29
162,413,3,821.39
163,165,4,49.45
163,127,3,43.88
164,480,5,142.3
164,39,2,27.65
165,96,3,474.58
165,499,1,43.75
165,404,4,590.39
165,263,2,467.03
166,453,3,84.16
166,370,5,21.09
166,38,1,41.71
166,481,5,30.46
166,362,2,29.19
167,15,5,835.33
167,203,3,21.14
167,12,1,10.46
167,292,2,88.38
168,178,2,180.08
169,453,3,84.16
169,162,2,46.64
170,494,4,68.66
170,196,3,164.54
170,92,5,93.7
171,449,2,50.92
171,132,1,125.21
171,237,4,124.92
171,402,5,845.1
171,6,2,36.72
172,78,4,93.8
172,211,3,185.3
172,21,4,94.31
172,285,1,327.28
172,215,2,843.17
173,347,2,180.46
173,296,2,103.03
173,414,1,31.24
174,404,4,590.39
174,37,5,156.42
174,318,5,10.97
174,347,3,180.46
174,61,5,118.69
175,90,1,134.43
175,217,1,427.27
175,84,4,126.76
175,389,1,440.03
175,356,3,51.7
176,259,1,31.53
176,444,4,18.61
177,374,5,127.93
177,231,4,77.26
177,389,1,440.03
177,496,3,131.97
178,258,1,265.49
178,45,1,140.09
178,232,4,343.88
179,258,3,265.49
180,147,5,87.34
180,484,5,27.72
180,354,4,38.18
180,415,4,495.32
181,373,4,410.81
182,146,1,19.21
183,357,2,165.22
184,158,1,193.78
185,403,3,159.51
185,198,1,14.45
185,217,3,427.27
185,158,4,193.78
186,76,1,59.47
187,183,4,628.69
187,290,2,29.64
187,17,1,241.96
187,359,3,110.0
187,375,1,447.4
188,346,1,30.44
188,25,4,32.64
188,335,1,141.29
189,361,1,299.96
189,230,3,164.45
189,240,4,343.76
189,16,3,216.61
189,381,5,167.47
190,448,3,24.43
190,156,3,496.01
190,295,3,345.39
190,269,2,395.82
191,64,1,555.24
192,75,2,73.84
192,231,4,77.26
193,381,3,167.47
193,457,2,15.07
193,187,4,123.84
193,172,3,689.01
194,485,4,48.72
194,3,4,47.54
194,294,5,103.06
195,191,5,57.35
195,265,5,112.5
195,151,1,816.05
195,47,1,92.87
196,234,2,577.04
196,116,4,112.72
196,419,2,34.49
197,168,4,751.31
198,135,3,38.35
198,106,3,25.52
199,73,5,109.3
200,79,4,135.1
200,212,4,37.47
200,489,2,42.98
200,436,1,197.35
201,269,1,395.82
201,388,3,27.75
201,460,3,135.1
201,26,1,285.2
201,431,5,841.96
202,347,5,180.46
202,290,5,29.64
202,63,1,712.23
203,494,2,68.66
203,369,2,149.81
203,384,4,189.95
203,313,1,49.55
204,275,3,142.48
204,93,5,36.61
204,312,3,83.9
205,210,2,118.08
206,340,4,259.21
206,162,2,46.64
206,318,5,10.97
206,221,4,41.59
207,31,5,138.69
207,407,3,118.23
207,361,4,299.96
207,428,2,20.65
208,337,4,262.98
208,450,2,42.85
208,363,1,348.84
208,198,3,14.45
208,147,1,87.34
209,365,4,114.28
209,428,5,20.65
209,377,4,748.16
209,70,5,724.49
210,470,2,86.89
210,183,3,628.69
210,278,2,300.9
210,445,1,97.26
211,386,2,420.56
211,206,4,23.56
212,481,3,30.46
212,138,4,482.99
213,55,5,44.51
213,70,4,724.49
213,184,3,145.87
213,55,2,44.51
214,474,3,439.91
214,498,4,141.76
215,270,4,195.94
215,462,5,39.93
215,112,1,70.53
216,376,2,107.22
216,184,4,145.87
217,444,5,18.61
217,396,5,254.23
217,218,3,167.45
217,499,1,43.75
218,245,3,116.27
218,427,4,88.01
218,153,5,377.55
218,133,1,27.36
218,329,1,283.84
219,397,4,47.83
219,109,2,62.85
219,492,4,62.24
219,24,2,96.94
219,87,5,783.01
220,5,5,36.06
220,478,3,46.52
220,342,1,334.26
220,192,5,21.84
220,203,4,21.14
221,380,2,19.18
221,344,2,454.19
221,93,4,36.61
221,4,3,16.63
222,491,2,120.77
222,398,2,19.46
222,303,5,340.7
222,57,4,275.29
223,405,1,119.36
223,365,2,114.28
223,139,5,148.68
224,40,2,95.78
224,468,5,54.91
224,278,5,300.9
225,194,5,107.11
225,377,3,748.16
226,494,3,68.66
226,258,1,265.49
226,150,4,180.76
227,476,2,343.25
227,177,4,48.1
227,389,3,440.03
227,119,3,309.51
228,65,1,381.93
228,170,5,130.19
228,152,3,49.18
229,226,4,26.12
230,388,1,27.75
231,440,3,145.88
231,107,2,460.94
231,284,4,25.07
231,439,3,892.85
231,459,4,111.81
232,256,5,19.49
233,44,3,871.61
234,223,3,171.66
235,119,3,309.51
235,445,4,97.26
235,483,2,21.86
235,40,3,95.78
236,418,3,932.95
236,61,2,118.69
236,116,2,112.72
237,55,2,44.51
237,275,5,142.48
238,208,2,705.22
239,143,4,22.49
239,137,5,132.67
240,362,4,29.19
240,158,2,193.78
240,243,4,487.07
240,437,5,472.81
240,383,4,39.88
241,279,2,40.55
241,397,1,47.83
241,221,4,41.59
241,333,3,53.31
242,478,4,46.52
243,445,1,97.26
244,369,1,149.81
244,34,1,144.79
244,364,2,27.35
244,4,3,16.63
244,94,2,738.27
245,386,4,420.56
245,242,3,85.16
245,164,4,43.08
246,313,4,49.55
246,357,3,165.22
247,309,2,144.89
247,131,4,60.71
247,84,4,126.76
247,117,1,421.37
247,76,5,59.47
248,42,5,19.09
248,455,5,62.54
249,326,4,54.03
249,98,2,294.4
249,62,3,419.18
249,106,1,25.52
250,420,3,35.24
251,265,2,112.5
251,391,4,247.29
251,482,5,272.9
251,315,1,116.33
252,157,2,249.54
252,334,4,546.51
252,346,5,30.44
252,55,2,44.51
252,144,3,33.22
253,126,4,521.38
253,262,5,46.63
254,130,4,103.7
254,228,1,35.04
255,304,4,168.36
255,253,3,21.0
255,57,4,275.29
256,299,4,147.13
256,418,5,932.95
256,45,5,140.09
257,180,4,33.64
257,283,3,27.69
258,244,3,155.38
258,111,4,439.34
259,433,5,44.31
259,313,2,49.55
260,45,1,140.09
260,138,3,482.99
260,491,3,120.77
260,329,4,283.84
260,173,3,285.17
261,313,4,49.55
262,232,1,343.88
262,208,1,705.22
262,156,5,496.01
263,365,2,114.28
263,56,1,16.12
264,274,3,17.52
264,342,1,334.26
264,469,5,35.92
264,173,3,285.17
265,238,3,62.93
266,102,3,83.05
267,2,5,139.9
267,127,2,43.88
268,399,2,499.0
268,21,3,94.31
268,242,5,85.16
268,65,5,381.93
269,497,3,113.89
269,209,2,78.74
269,287,2,180.33
269,168,4,751.31
270,139,4,148.68
270,121,3,11.18
270,346,2,30.44
271,409,1,68.59
272,249,3,36.81
272,263,5,467.03
273,140,3,53.69
273,171,5,81.4
273,73,4,109.3
274,400,4,39.75
274,274,5,17.52
274,80,1,828.57
274,341,3,61.2
275,477,5,342.89
275,217,1,427.27
275,109,5,62.85
275,65,2,381.93
275,83,5,25.88
276,218,4,167.45
276,6,1,36.72
276,251,3,39.4
276,185,1,814.72
277,285,5,327.28
277,98,2,294.4
277,15,4,835.33
277,52,2,220.04
278,467,2,135.03
278,175,4,38.22
278,215,2,843.17
278,163,5,16.31
278,40,2,95.78
279,13,2,72.85
280,354,1,38.18
280,140,1,53.69
280,209,3,78.74
280,372,2,305.87
281,30,4,493.73
282,494,5,68.66
282,311,3,164.94
283,296,1,103.03
283,344,1,454.19
283,50,3,48.25
284,124,4,850.95
284,190,3,100.79
284,13,3,72.85
285,465,4,144.82
285,301,5,13.33
286,441,4,130.28
286,71,3,139.01
286,147,5,87.34
286,325,3,163.64
286,189,3,162.63
287,273,2,38.02
287,444,4,18.61
288,243,2,487.07
288,1,4,233.19
289,100,1,62.77
289,430,1,116.28
290,257,1,34.72
290,379,1,206.41
290,147,5,87.34
291,480,2,142.3
292,26,4,285.2
292,444,4,18.61
292,277,4,48.47
292,66,5,480.83
292,325,5,163.64
293,283,1,27.69
293,89,5,364.74
293,313,4,49.55
294,296,4,103.03
295,389,5,440.03
295,400,3,39.75
295,90,2,134.43
295,451,5,97.55
295,151,2,816.05
296,129,5,70.3
297,152,1,49.18
298,493,2,90.07
298,453,2,84.16
298,499,1,43.75
298,162,2,46.64
298,424,4,493.39
299,442,5,391.51
299,458,5,41.12
299,300,3,709.83
299,316,2,276.0
299,106,3,25.52
300,378,2,14.27
300,357,5,165.22
300,349,5,20.58
300,306,1,434.14
300,470,3,86.89
301,157,4,249.54
301,52,5,220.04
301,484,5,27.72
301,315,3,116.33
302,483,1,21.86
302,302,4,32.41
302,315,2,116.33
302,459,2,111.81
303,155,1,108.4
303,497,5,113.89
304,432,5,328.03
304,70,5,724.49
304,402,3,845.1
305,404,1,590.39
305,87,1,783.01
305,33,3,374.01
306,402,5,845.1
306,107,5,460.94
306,231,1,77.26
306,412,2,70.2
306,239,3,154.06
307,380,5,19.18
307,236,3,222.27
308,205,2,284.1
308,3,3,47.54
309,184,4,145.87
310,344,3,454.19
310,429,2,148.7
311,374,1,127.93
311,338,5,260.63
312,332,2,235.95
312,315,1,116.33
312,276,4,115.47
312,343,2,62.24
312,109,1,62.85
313,156,1,496.01
314,47,1,92.87
315,226,2,26.12
316,231,3,77.26
317,131,4,60.71
317,38,4,41.71
317,436,5,197.35
318,158,2,193.78
318,334,3,546.51
319,419,2,34.49
319,430,3,116.28
319,263,4,467.03
319,425,4,170.53
319,84,3,126.76
320,3,3,47.54
320,350,1,102.43
321,128,3,45.12
322,385,5,167.21
322,181,1,53.1
323,7,1,197.61
323,345,5,11.17
324,143,2,22.49
324,287,4,180.33
325,474,3,439.91
325,125,5,223.72
326,490,2,64.11
326,165,4,49.45
326,90,4,134.43
326,422,4,117.72
326,463,1,43.81
327,60,4,69.95
327,366,4,117.71
327,432,4,328.03
327,279,1,40.55
327,245,2,116.27
328,328,5,246.57
328,242,2,85.16
329,385,4,167.21
330,5,5,36.06
330,385,5,167.21
330,373,5,410.81
331,101,2,122.59
331,468,1,54.91
331,262,3,46.63
331,209,5,78.74
332,463,3,43.81
332,43,2,33.96
333,236,3,222.27
333,382,2,74.44
334,46,3,44.68
334,361,4,299.96
335,96,3,474.58
335,293,2,51.84
335,107,2,460.94
335,37,5,156.42
336,65,1,381.93
337,74,3,177.79
337,356,2,51.7
337,23,5,471.75
338,113,5,828.05
339,357,1,165.22
339,318,4,10.97
339,420,2,35.24
339,246,5,28.53
339,211,3,185.3
340,422,2,117.72
340,295,2,345.39
340,17,2,241.96
340,57,1,275.29
340,399,2,499.0
341,244,2,155.38
341,204,4,211.45
341,156,2,496.01
341,21,3,94.31
341,147,2,87.34
342,91,2,20.4
342,99,3,251.67
342,384,5,189.95
342,353,3,975.38
342,70,2,724.49
343,373,2,410.81
343,286,5,845.87
344,422,4,117.72
344,79,4,135.1
344,40,1,95.78
345,237,1,124.92
345,19,1,55.04
345,301,3,13.33
345,461,2,496.43
345,38,4,41.71
346,477,3,342.89
346,85,4,130.66
346,88,1,36.55
346,315,3,116.33
347,276,5,115.47
347,22,3,88.94
347,487,3,16.79
347,115,5,29.2
348,177,5,48.1
348,474,1,439.91
348,99,4,251.67
348,15,2,835.33
349,15,4,835.33
349,404,3,590.39
349,286,3,845.87
349,258,4,265.49
349,401,3,905.3
350,104,2,32.22
350,392,1,34.77
350,363,1,348.84
350,298,2,374.32
350,215,2,843.17
351,132,5,125.21
351,71,1,139.01
351,447,4,88.12
352,283,4,27.69
352,306,2,434.14
352,47,5,92.87
352,132,3,125.21
353,201,3,675.58
353,254,5,37.83
353,65,1,381.93
353,288,1,297.16
354,343,2,62.24
354,164,3,43.08
355,168,3,751.31
355,65,1,381.93
355,217,3,427.27
356,31,2,138.69
356,210,5,118.08
357,303,3,340.7
358,33,1,374.01
359,294,4,103.06
359,229,3,17.76
359,461,5,496.43
360,353,1,975.38
360,407,2,118.23
360,100,4,62.77
360,398,3,19.46
361,279,1,40.55
361,116,5,112.72
361,178,4,180.08
361,290,1,29.64
362,38,5,41.71
362,205,1,284.1
363,147,4,87.34
364,43,3,33.96
364,344,3,454.19
364,476,4,343.25
364,11,2,517.47
365,15,3,835.33
365,492,1,62.24
366,162,5,46.64
367,319,2,21.4
367,20,1,189.36
367,354,1,38.18
368,256,4,19.49
368,263,2,467.03
368,231,2,77.26
369,343,4,62.24
369,244,5,155.38
370,213,1,150.41
370,337,4,262.98
370,182,1,44.45
370,125,2,223.72
371,457,5,15.07
371,107,2,460.94
371,283,4,27.69
371,449,2,50.92
371,369,1,149.81
372,92,5,93.7
372,324,3,84.71
372,115,3,29.2
373,142,3,48.07
374,282,3,313.93
374,303,3,340.7
374,351,5,34.89
374,474,3,439.91
375,491,2,120.77
375,238,1,62.93
376,492,4,62.24
377,66,2,480.83
378,105,5,10.48
378,311,3,164.94
378,179,3,119.43
378,33,4,374.01
379,182,1,44.45
379,98,4,294.4
379,332,5,235.95
380,395,4,26.45
380,382,2,74.44
380,314,1,42.67
380,386,1,420.56
381,452,4,199.49
381,122,2,132.74
381,329,5,283.84
381,451,1,97.55
382,139,4,148.68
382,150,3,180.76
382,130,3,103.7
382,48,2,230.81
382,402,4,845.1
383,9,1,124.55
383,193,4,66.36
384,120,2,80.44
385,475,1,25.4
385,484,5,27.72
385,103,4,410.34
385,81,1,865.56
386,36,5,100.2
386,357,3,165.22
386,141,4,48.62
386,311,4,164.94
387,442,2,391.51
387,438,4,46.86
387,235,1,42.7
387,419,1,34.49
387,349,4,20.58
388,18,3,382.25
388,324,1,84.71
388,496,1,131.97
389,419,1,34.49
389,103,5,410.34
390,377,5,748.16
390,277,3,48.47
390,75,4,73.84
390,45,3,140.09
390,341,1,61.2
391,391,4,247.29
391,175,3,38.22
391,437,2,472.81
392,483,5,21.86
392,460,2,135.1
392,64,5,555.24
392,292,5,88.38
392,436,5,197.35
393,455,3,62.54
393,344,2,454.19
393,379,2,206.41
394,308,2,25.91
394,118,4,446.66
394,463,4,43.81
394,435,2,69.6
394,210,4,118.08
395,72,2,312.44
395,382,5,74.44
395,72,5,312.44
396,463,4,43.81
396,278,1,300.9
396,396,3,254.23
397,60,2,69.95
397,418,1,932.95
398,167,3,242.82
398,487,2,16.79
398,463,4,43.81
399,365,1,114.28
400,66,1,480.83
400,66,4,480.83
401,19,4,55.04
401,302,4,32.41
401,145,3,163.42
401,119,4,309.51
401,434,1,584.08
402,372,5,305.87
402,182,1,44.45
402,348,3,164.95
402,440,2,145.88
403,400,1,39.75
403,367,5,27.48
403,253,4,21.0
403,287,3,180.33
404,62,4,419.18
405,396,1,254.23
405,485,2,48.72
405,22,5,88.94
406,56,5,16.12
406,383,3,39.88
406,16,1,216.61
406,118,2,446.66
406,31,3,138.69
407,267,3,490.85
407,314,1,42.67
407,424,3,493.39
408,218,2,167.45
408,252,1,104.67
409,271,3,395.37
409,117,4,421.37
409,389,5,440.03
409,178,1,180.08
410,61,4,118.69
410,197,1,144.3
410,335,2,141.29
411,474,5,439.91
411,38,3,41.71
411,492,3,62.24
411,450,4,42.85
411,38,1,41.71
412,27,1,20.18
412,134,1,694.92
412,141,2,48.62
413,142,4,48.07
414,269,3,395.82
414,333,4,53.31
415,5,2,36.06
415,360,1,13.45
415,419,4,34.49
416,429,4,148.7
416,183,2,628.69
416,240,5,343.76
416,211,3,185.3
417,258,2,265.49
417,295,1,345.39
418,437,1,472.81
418,461,3,496.43
418,371,2,974.55
418,246,4,28.53
419,112,5,70.53
420,415,3,495.32
420,336,2,189.44
420,470,2,86.89
421,149,5,135.95
421,104,4,32.22
421,257,3,34.72
421,198,1,14.45
421,318,3,10.97
422,62,2,419.18
423,278,3,300.9
423,135,2,38.35
424,281,2,160.02
424,167,1,242.82
424,393,5,184.0
424,477,3,342.89
424,31,1,138.69
425,133,4,27.36
425,146,1,19.21
425,58,2,649.14
425,168,4,751.31
425,355,2,109.14
426,305,4,142.58
426,427,2,88.01
427,272,4,198.89
427,271,4,395.37
427,246,5,28.53
427,164,5,43.08
427,97,3,53.5
428,414,5,31.24
428,297,3,30.27
428,332,4,235.95
428,260,2,294.74
429,142,5,48.07
429,349,1,20.58
429,127,2,43.88
430,178,1,180.08
431,429,1,148.7
431,418,5,932.95
431,146,4,19.21
431,421,4,235.57
432,313,3,49.55
432,436,5,197.35
432,410,2,173.02
433,477,2,342.89
433,385,5,167.21
433,285,1,327.28
433,74,5,177.79
433,208,5,705.22
434,166,5,31.99
434,208,3,705.22
434,471,3,12.72
434,38,2,41.71
434,202,2,319.37
435,420,1,35.24
436,31,2,138.69
437,385,3,167.21
437,343,5,62.24
437,46,1,44.68
437,313,1,49.55
438,500,4,35.86
438,313,3,49.55
439,325,4,163.64
439,69,4,113.7
440,429,1,148.7
440,328,5,246.57
441,321,1,191.55
441,224,3,158.52
441,92,3,93.7
441,27,3,20.18
441,86,3,11.17
442,460,1,135.1
442,440,4,145.88
442,267,4,490.85
442,379,2,206.41
443,395,3,26.45
443,30,1,493.73
443,163,5,16.31
443,23,2,471.75
444,358,2,996.09
444,398,2,19.46
444,102,4,83.05
445,118,5,446.66
446,246,1,28.53
446,22,5,88.94
446,4,5,16.63
446,399,4,499.0
446,376,2,107.22
447,78,5,93.8
447,167,1,242.82
447,311,5,164.94
447,268,4,261.4
448,437,3,472.81
448,415,1,495.32
449,407,4,118.23
450,248,4,49.22
450,368,1,39.2
450,479,1,389.38
450,494,3,68.66
450,198,4,14.45
451,172,3,689.01
451,371,2,974.55
451,90,1,134.43
451,384,5,189.95
452,331,5,865.86
452,477,1,342.89
452,184,2,145.87
452,29,3,150.08
452,239,3,154.06
453,122,4,132.74
454,164,1,43.08
454,273,1,38.02
454,436,1,197.35
454,83,2,25.88
454,31,3,138.69
455,313,2,49.55
455,103,2,410.34
455,364,5,27.35
456,193,5,66.36
457,31,4,138.69
457,284,3,25.07
457,381,5,167.47
457,136,2,185.34
457,311,4,164.94
458,37,1,156.42
458,484,2,27.72
459,448,3,24.43
459,388,2,27.75
459,267,3,490.85
459,192,2,21.84
459,276,1,115.47
460,199,2,28.13
461,316,3,276.0
461,39,2,27.65
462,161,4,90.52
463,353,1,975.38
463,430,2,116.28
464,364,1,27.35
464,38,4,41.71
464,54,1,209.35
465,283,4,27.69
465,421,3,235.57
465,387,2,949.95
466,458,1,41.12
467,62,2,419.18
467,461,4,496.43
467,277,2,48.47
467,497,1,113.89
468,359,4,110.0
468,195,3,328.95
468,133,2,27.36
468,291,3,52.01
469,482,1,272.9
470,49,1,25.52
470,170,1,130.19
471,236,4,222.27
472,25,2,32.64
472,184,1,145.87
472,397,1,47.83
472,322,2,68.54
473,425,3,170.53
473,88,3,36.55
473,133,5,27.36
473,440,4,145.88
