ProductID,StockQuantity,SnapshotDate
120,115,2024-10-17
121,147,2024-10-17
122,79,2024-10-17
123,116,2024-10-17
124,112,2024-10-17
125,109,2024-10-17
126,124,2024-10-17
127,157,2024-10-17
128,124,2024-10-17
129,146,2024-10-17
130,94,2024-10-17
131,134,2024-10-17
132,147,2024-10-17
133,167,2024-10-17
134,107,2024-10-17
135,165,2024-10-17
136,61,2024-10-17
137,189,2024-10-17
138,88,2024-10-17
139,120,2024-10-17
140,178,2024-10-17
141,170,2024-10-17
142,54,2024-10-17
143,132,2024-10-17
144,168,2024-10-17
145,133,2024-10-17
146,63,2024-10-17
147,140,2024-10-17
148,132,2024-10-17
149,160,2024-10-17
150,130,2024-10-17
151,143,2024-10-17
152,110,2024-10-17
153,136,2024-10-17
154,196,2024-10-17
155,204,2024-10-17
156,192,2024-10-17
157,144,2024-10-17
158,93,2024-10-17
159,83,2024-10-17
160,100,2024-10-17
161,100,2024-10-17
162,151,2024-10-17
163,93,2024-10-17
164,140,2024-10-17
165,177,2024-10-17
166,205,2024-10-17
167,100,2024-10-17
168,141,2024-10-17
169,113,2024-10-17
170,130,2024-10-17
171,163,2024-10-17
172,131,2024-10-17
173,130,2024-10-17
174,159,2024-10-17
175,141,2024-10-17
176,93,2024-10-17
177,101,2024-10-17
178,86,2024-10-17
179,104,2024-10-17
180,138,2024-10-17
181,140,2024-10-17
182,65,2024-10-17
183,70,2024-10-17
184,132,2024-10-17
185,58,2024-10-17
186,105,2024-10-17
187,141,2024-10-17
188,71,2024-10-17
189,101,2024-10-17
190,106,2024-10-17
191,148,2024-10-17
192,140,2024-10-17
193,175,2024-10-17
194,52,2024-10-17
195,131,2024-10-17
196,129,2024-10-17
197,201,2024-10-17
198,132,2024-10-17
199,147,2024-10-17
200,160,2024-10-17
201,100,2024-10-17
202,85,2024-10-17
203,90,2024-10-17
204,73,2024-10-17
205,107,2024-10-17
206,143,2024-10-17
207,189,2024-10-17
208,197,2024-10-17
209,109,2024-10-17
210,186,2024-10-17
211,73,2024-10-17
212,101,2024-10-17
213,140,2024-10-17
214,114,2024-10-17
215,150,2024-10-17
216,191,2024-10-17
217,118,2024-10-17
218,119,2024-10-17
219,198,2024-10-17
220,60,2024-10-17
221,160,2024-10-17
222,87,2024-10-17
223,84,2024-10-17
224,91,2024-10-17
225,91,2024-10-17
226,104,2024-10-17
227,56,2024-10-17
228,207,2024-10-17
229,61,2024-10-17
230,120,2024-10-17
231,106,2024-10-17
232,80,2024-10-17
233,134,2024-10-17
234,99,2024-10-17
235,86,2024-10-17
236,160,2024-10-17
237,89,2024-10-17
238,175,2024-10-17
239,166,2024-10-17
240,124,2024-10-17
241,140,2024-10-17
242,202,2024-10-17
243,169,2024-10-17
244,84,2024-10-17
245,125,2024-10-17
246,161,2024-10-17
247,192,2024-10-17
248,176,2024-10-17
249,144,2024-10-17
250,111,2024-10-17
251,141,2024-10-17
252,162,2024-10-17
253,92,2024-10-17
254,154,2024-10-17
255,81,2024-10-17
256,132,2024-10-17
257,140,2024-10-17
258,174,2024-10-17
259,117,2024-10-17
260,91,2024-10-17
261,144,2024-10-17
262,200,2024-10-17
263,63,2024-10-17
264,163,2024-10-17
265,152,2024-10-17
266,78,2024-10-17
267,94,2024-10-17
268,90,2024-10-17
269,101,2024-10-17
270,94,2024-10-17
271,80,2024-10-17
272,50,2024-10-17
273,181,2024-10-17
274,103,2024-10-17
275,100,2024-10-17
276,112,2024-10-17
277,50,2024-10-17
278,94,2024-10-17
279,153,2024-10-17
280,176,2024-10-17
281,140,2024-10-17
282,163,2024-10-17
283,85,2024-10-17
284,152,2024-10-17
285,100,2024-10-17
286,97,2024-10-17
287,91,2024-10-17
288,95,2024-10-17
289,142,2024-10-17
290,65,2024-10-17
291,133,2024-10-17
292,179,2024-10-17
293,136,2024-10-17
294,156,2024-10-17
295,98,2024-10-17
296,80,2024-10-17
297,115,2024-10-17
298,110,2024-10-17
299,185,2024-10-17
300,59,2024-10-17
301,149,2024-10-17
302,176,2024-10-17
303,91,2024-10-17
304,146,2024-10-17
305,185,2024-10-17
306,133,2024-10-17
307,157,2024-10-17
308,130,2024-10-17
309,58,2024-10-17
310,109,2024-10-17
311,185,2024-10-17
312,124,2024-10-17
313,204,2024-10-17
314,109,2024-10-17
315,84,2024-10-17
316,143,2024-10-17
317,143,2024-10-17
318,150,2024-10-17
319,63,2024-10-17
320,110,2024-10-17
321,160,2024-10-17
322,141,2024-10-17
323,60,2024-10-17
324,59,2024-10-17
325,100,2024-10-17
326,174,2024-10-17
327,140,2024-10-17
328,120,2024-10-17
329,110,2024-10-17
330,135,2024-10-17
331,124,2024-10-17
332,198,2024-10-17
333,147,2024-10-17
334,64,2024-10-17
335,146,2024-10-17
336,156,2024-10-17
337,144,2024-10-17
338,83,2024-10-17
339,110,2024-10-17
340,95,2024-10-17
341,112,2024-10-17
342,161,2024-10-17
343,81,2024-10-17
344,166,2024-10-17
345,152,2024-10-17
346,162,2024-10-17
347,138,2024-10-17
348,106,2024-10-17
349,58,2024-10-17
350,50,2024-10-17
351,106,2024-10-17
352,73,2024-10-17
353,55,2024-10-17
354,120,2024-10-17
355,126,2024-10-17
356,145,2024-10-17
357,165,2024-10-17
358,94,2024-10-17
359,146,2024-10-17
360,53,2024-10-17
361,140,2024-10-17
362,83,2024-10-17
363,99,2024-10-17
364,116,2024-10-17
365,138,2024-10-17
366,100,2024-10-17
367,104,2024-10-17
368,120,2024-10-17
369,92,2024-10-17
370,151,2024-10-17
371,52,2024-10-17
372,141,2024-10-17
373,179,2024-10-17
374,93,2024-10-17
375,130,2024-10-17
376,130,2024-10-17
377,189,2024-10-17
378,83,2024-10-17
379,146,2024-10-17
380,87,2024-10-17
381,113,2024-10-17
382,55,2024-10-17
383,95,2024-10-17
384,80,2024-10-17
385,186,2024-10-17
386,126,2024-10-17
387,145,2024-10-17
388,100,2024-10-17
389,170,2024-10-17
390,140,2024-10-17
391,204,2024-10-17
392,90,2024-10-17
393,121,2024-10-17
394,60,2024-10-17
395,141,2024-10-17
396,100,2024-10-17
397,112,2024-10-17
398,185,2024-10-17
399,183,2024-10-17
400,79,2024-10-17
401,51,2024-10-17
402,96,2024-10-17
403,131,2024-10-17
404,121,2024-10-17
405,141,2024-10-17
406,139,2024-10-17
407,128,2024-10-17
408,75,2024-10-17
409,111,2024-10-17
410,150,2024-10-17
411,193,2024-10-17
412,103,2024-10-17
413,147,2024-10-17
414,179,2024-10-17
415,115,2024-10-17
416,208,2024-10-17
417,110,2024-10-17
418,51,2024-10-17
419,140,2024-10-17
420,55,2024-10-17
421,107,2024-10-17
422,159,2024-10-17
423,128,2024-10-17
424,128,2024-10-17
425,117,2024-10-17
426,89,2024-10-17
427,100,2024-10-17
428,123,2024-10-17
429,106,2024-10-17
430,59,2024-10-17
431,168,2024-10-17
432,156,2024-10-17
433,90,2024-10-17
434,173,2024-10-17
435,140,2024-10-17
436,157,2024-10-17
437,131,2024-10-17
438,129,2024-10-17
439,78,2024-10-17
440,140,2024-10-17
441,65,2024-10-17
442,127,2024-10-17
443,140,2024-10-17
444,147,2024-10-17
445,116,2024-10-17
446,115,2024-10-17
447,175,2024-10-17
448,62,2024-10-17
449,182,2024-10-17
450,129,2024-10-17
451,176,2024-10-17
452,154,2024-10-17
453,101,2024-10-17
454,120,2024-10-17
455,63,2024-10-17
456,114,2024-10-17
457,163,2024-10-17
458,108,2024-10-17
459,101,2024-10-17
460,192,2024-10-17
461,198,2024-10-17
462,110,2024-10-17
463,130,2024-10-17
464,54,2024-10-17
465,100,2024-10-17
466,148,2024-10-17
467,62,2024-10-17
468,137,2024-10-17
469,179,2024-10-17
470,160,2024-10-17
471,123,2024-10-17
472,84,2024-10-17
473,85,2024-10-17
474,120,2024-10-17
475,54,2024-10-17
476,175,2024-10-17
477,110,2024-10-17
478,130,2024-10-17
479,50,2024-10-17
480,144,2024-10-17
481,147,2024-10-17
482,80,2024-10-17
483,120,2024-10-17
484,172,2024-10-17
485,183,2024-10-17
486,140,2024-10-17
487,80,2024-10-17
488,122,2024-10-17
489,164,2024-10-17
490,138,2024-10-17
491,87,2024-10-17
492,110,2024-10-17
493,179,2024-10-17
494,193,2024-10-17
495,192,2024-10-17
496,112,2024-10-17
497,192,2024-10-17
498,116,2024-10-17
499,198,2024-10-17
500,140,2024-10-17
1,189,2024-10-10
2,63,2024-10-10
3,80,2024-10-10
4,129,2024-10-10
5,166,2024-10-10
6,156,2024-10-10
7,140,2024-10-10
8,88,2024-10-10
9,136,2024-10-10
10,185,2024-10-10
11,175,2024-10-10
12,60,2024-10-10
13,130,2024-10-10
14,117,2024-10-10
15,83,2024-10-10
16,75,2024-10-10
17,143,2024-10-10
18,90,2024-10-10
19,134,2024-10-10
20,58,2024-10-10
21,88,2024-10-10
22,174,2024-10-10
23,213,2024-10-10
24,173,2024-10-10
25,130,2024-10-10
26,110,2024-10-10
27,130,2024-10-10
28,113,2024-10-10
29,130,2024-10-10
30,122,2024-10-10
31,93,2024-10-10
32,142,2024-10-10
33,109,2024-10-10
34,128,2024-10-10
35,110,2024-10-10
36,140,2024-10-10
37,160,2024-10-10
38,114,2024-10-10
39,61,2024-10-10
40,168,2024-10-10
41,127,2024-10-10
42,138,2024-10-10
43,142,2024-10-10
44,58,2024-10-10
45,100,2024-10-10
46,152,2024-10-10
47,131,2024-10-10
48,143,2024-10-10
49,222,2024-10-10
50,99,2024-10-10
51,75,2024-10-10
52,192,2024-10-10
53,51,2024-10-10
54,106,2024-10-10
55,141,2024-10-10
56,117,2024-10-10
57,177,2024-10-10
58,149,2024-10-10
59,52,2024-10-10
60,140,2024-10-10
61,95,2024-10-10
62,132,2024-10-10
63,97,2024-10-10
64,140,2024-10-10
65,130,2024-10-10
66,177,2024-10-10
67,181,2024-10-10
68,99,2024-10-10
69,100,2024-10-10
70,100,2024-10-10
71,69,2024-10-10
72,100,2024-10-10
73,121,2024-10-10
74,172,2024-10-10
75,66,2024-10-10
76,80,2024-10-10
77,163,2024-10-10
78,175,2024-10-10
79,141,2024-10-10
80,54,2024-10-10
81,127,2024-10-10
82,60,2024-10-10
83,69,2024-10-10
84,129,2024-10-10
85,56,2024-10-10
86,62,2024-10-10
87,170,2024-10-10
88,111,2024-10-10
89,64,2024-10-10
90,152,2024-10-10
91,141,2024-10-10
92,153,2024-10-10
93,77,2024-10-10
94,120,2024-10-10
95,127,2024-10-10
96,54,2024-10-10
97,84,2024-10-10
98,100,2024-10-10
99,197,2024-10-10
100,90,2024-10-10
101,133,2024-10-10
102,158,2024-10-10
103,121,2024-10-10
104,172,2024-10-10
105,150,2024-10-10
106,154,2024-10-10
107,82,2024-10-10
108,113,2024-10-10
109,60,2024-10-10
110,213,2024-10-10
111,168,2024-10-10
112,186,2024-10-10
113,55,2024-10-10
114,166,2024-10-10
115,81,2024-10-10
116,184,2024-10-10
117,72,2024-10-10
118,173,2024-10-10
119,64,2024-10-10
120,115,2024-10-10
121,147,2024-10-10
122,79,2024-10-10
123,116,2024-10-10
124,112,2024-10-10
125,109,2024-10-10
126,124,2024-10-10
127,157,2024-10-10
128,124,2024-10-10
129,146,2024-10-10
130,94,2024-10-10
131,134,2024-10-10
132,147,2024-10-10
133,167,2024-10-10
134,107,2024-10-10
135,165,2024-10-10
136,61,2024-10-10
137,189,2024-10-10
138,88,2024-10-10
139,120,2024-10-10
140,178,2024-10-10
141,170,2024-10-10
142,54,2024-10-10
143,132,2024-10-10
144,168,2024-10-10
145,133,2024-10-10
146,63,2024-10-10
147,140,2024-10-10
148,132,2024-10-10
149,160,2024-10-10
150,130,2024-10-10
151,143,2024-10-10
152,110,2024-10-10
153,136,2024-10-10
154,196,2024-10-10
155,204,2024-10-10
156,192,2024-10-10
157,144,2024-10-10
158,93,2024-10-10
159,83,2024-10-10
160,100,2024-10-10
161,100,2024-10-10
162,151,2024-10-10
163,93,2024-10-10
164,140,2024-10-10
165,177,2024-10-10
166,205,2024-10-10
167,100,2024-10-10
168,141,2024-10-10
169,113,2024-10-10
170,130,2024-10-10
171,163,2024-10-10
172,131,2024-10-10
173,130,2024-10-10
174,159,2024-10-10
175,141,2024-10-10
176,93,2024-10-10
177,101,2024-10-10
178,86,2024-10-10
179,104,2024-10-10
180,138,2024-10-10
181,140,2024-10-10
182,65,2024-10-10
183,70,2024-10-10
184,132,2024-10-10
185,58,2024-10-10
186,105,2024-10-10
187,141,2024-10-10
188,71,2024-10-10
189,101,2024-10-10
190,106,2024-10-10
191,148,2024-10-10
192,140,2024-10-10
193,175,2024-10-10
194,52,2024-10-10
195,131,2024-10-10
196,129,2024-10-10
197,201,2024-10-10
198,132,2024-10-10
199,147,2024-10-10
200,160,2024-10-10
201,100,2024-10-10
202,85,2024-10-10
203,90,2024-10-10
204,73,2024-10-10
205,107,2024-10-10
206,143,2024-10-10
207,189,2024-10-10
208,197,2024-10-10
209,109,2024-10-10
210,186,2024-10-10
211,73,2024-10-10
212,101,2024-10-10
213,140,2024-10-10
214,114,2024-10-10
215,150,2024-10-10
216,191,2024-10-10
217,118,2024-10-10
218,119,2024-10-10
219,198,2024-10-10
220,60,2024-10-10
221,160,2024-10-10
222,87,2024-10-10
223,84,2024-10-10
224,91,2024-10-10
225,91,2024-10-10
226,104,2024-10-10
227,56,2024-10-10
228,207,2024-10-10
229,61,2024-10-10
230,120,2024-10-10
231,106,2024-10-10
232,80,2024-10-10
233,134,2024-10-10
234,99,2024-10-10
235,86,2024-10-10
236,160,2024-10-10
237,89,2024-10-10
238,175,2024-10-10
239,166,2024-10-10
240,124,2024-10-10
241,140,2024-10-10
242,202,2024-10-10
243,169,2024-10-10
244,84,2024-10-10
245,125,2024-10-10
246,161,2024-10-10
247,192,2024-10-10
248,176,2024-10-10
249,144,2024-10-10
250,111,2024-10-10
251,141,2024-10-10
252,162,2024-10-10
253,92,2024-10-10
254,154,2024-10-10
255,81,2024-10-10
256,132,2024-10-10
257,140,2024-10-10
258,174,2024-10-10
259,117,2024-10-10
260,91,2024-10-10
261,144,2024-10-10
262,200,2024-10-10
263,63,2024-10-10
264,163,2024-10-10
265,152,2024-10-10
266,78,2024-10-10
267,94,2024-10-10
268,90,2024-10-10
269,101,2024-10-10
270,94,2024-10-10
271,80,2024-10-10
272,50,2024-10-10
273,181,2024-10-10
274,103,2024-10-10
275,100,2024-10-10
276,112,2024-10-10
277,50,2024-10-10
278,94,2024-10-10
279,153,2024-10-10
280,176,2024-10-10
281,140,2024-10-10
282,163,2024-10-10
283,85,2024-10-10
284,152,2024-10-10
285,100,2024-10-10
286,97,2024-10-10
287,91,2024-10-10
288,95,2024-10-10
289,142,2024-10-10
290,65,2024-10-10
291,133,2024-10-10
292,179,2024-10-10
293,136,2024-10-10
294,156,2024-10-10
295,98,2024-10-10
296,80,2024-10-10
297,115,2024-10-10
298,110,2024-10-10
299,185,2024-10-10
300,59,2024-10-10
301,149,2024-10-10
302,176,2024-10-10
303,91,2024-10-10
304,146,2024-10-10
305,185,2024-10-10
306,133,2024-10-10
307,157,2024-10-10
308,130,2024-10-10
309,58,2024-10-10
310,109,2024-10-10
311,185,2024-10-10
312,124,2024-10-10
313,204,2024-10-10
314,109,2024-10-10
315,84,2024-10-10
316,143,2024-10-10
317,143,2024-10-10
318,150,2024-10-10
319,63,2024-10-10
320,110,2024-10-10
321,160,2024-10-10
322,141,2024-10-10
323,60,2024-10-10
324,59,2024-10-10
325,100,2024-10-10
326,174,2024-10-10
327,140,2024-10-10
328,120,2024-10-10
329,110,2024-10-10
330,135,2024-10-10
331,124,2024-10-10
332,198,2024-10-10
333,147,2024-10-10
334,64,2024-10-10
335,146,2024-10-10
336,156,2024-10-10
337,144,2024-10-10
338,83,2024-10-10
339,110,2024-10-10
340,95,2024-10-10
341,112,2024-10-10
342,161,2024-10-10
343,81,2024-10-10
344,166,2024-10-10
345,152,2024-10-10
346,162,2024-10-10
347,138,2024-10-10
348,106,2024-10-10
349,58,2024-10-10
350,50,2024-10-10
351,106,2024-10-10
352,73,2024-10-10
353,55,2024-10-10
354,120,2024-10-10
355,126,2024-10-10
356,145,2024-10-10
357,165,2024-10-10
358,94,2024-10-10
359,146,2024-10-10
360,53,2024-10-10
361,140,2024-10-10
362,83,2024-10-10
363,99,2024-10-10
364,116,2024-10-10
365,138,2024-10-10
366,100,2024-10-10
367,104,2024-10-10
368,120,2024-10-10
369,92,2024-10-10
370,151,2024-10-10
371,52,2024-10-10
372,141,2024-10-10
373,179,2024-10-10
374,93,2024-10-10
375,130,2024-10-10
376,130,2024-10-10
377,189,2024-10-10
378,83,2024-10-10
379,146,2024-10-10
380,87,2024-10-10
381,113,2024-10-10
382,55,2024-10-10
383,95,2024-10-10
384,80,2024-10-10
385,186,2024-10-10
386,126,2024-10-10
387,145,2024-10-10
388,100,2024-10-10
389,170,2024-10-10
390,140,2024-10-10
391,204,2024-10-10
392,90,2024-10-10
393,121,2024-10-10
394,60,2024-10-10
395,141,2024-10-10
396,100,2024-10-10
397,112,2024-10-10
398,185,2024-10-10
399,183,2024-10-10
400,79,2024-10-10
401,51,2024-10-10
402,96,2024-10-10
403,131,2024-10-10
404,121,2024-10-10
405,141,2024-10-10
406,139,2024-10-10
407,128,2024-10-10
408,75,2024-10-10
409,111,2024-10-10
410,150,2024-10-10
411,193,2024-10-10
412,103,2024-10-10
413,147,2024-10-10
414,179,2024-10-10
415,115,2024-10-10
416,208,2024-10-10
417,110,2024-10-10
418,51,2024-10-10
419,140,2024-10-10
420,55,2024-10-10
421,107,2024-10-10
422,159,2024-10-10
423,128,2024-10-10
424,128,2024-10-10
425,117,2024-10-10
426,89,2024-10-10
427,100,2024-10-10
428,123,2024-10-10
429,106,2024-10-10
430,59,2024-10-10
431,168,2024-10-10
432,156,2024-10-10
433,90,2024-10-10
434,173,2024-10-10
435,140,2024-10-10
436,157,2024-10-10
437,131,2024-10-10
438,129,2024-10-10
439,78,2024-10-10
440,140,2024-10-10
441,65,2024-10-10
442,127,2024-10-10
443,140,2024-10-10
444,147,2024-10-10
445,116,2024-10-10
446,115,2024-10-10
447,175,2024-10-10
448,62,2024-10-10
449,182,2024-10-10
450,129,2024-10-10
451,176,2024-10-10
452,154,2024-10-10
453,101,2024-10-10
454,120,2024-10-10
455,63,2024-10-10
456,114,2024-10-10
457,163,2024-10-10
458,108,2024-10-10
459,101,2024-10-10
460,192,2024-10-10
461,198,2024-10-10
462,110,2024-10-10
463,130,2024-10-10
464,54,2024-10-10
465,100,2024-10-10
466,148,2024-10-10
467,62,2024-10-10
468,137,2024-10-10
469,179,2024-10-10
470,160,2024-10-10
471,123,2024-10-10
472,84,2024-10-10
473,85,2024-10-10
474,120,2024-10-10
475,54,2024-10-10
476,175,2024-10-10
477,110,2024-10-10
478,130,2024-10-10
479,50,2024-10-10
480,144,2024-10-10
481,147,2024-10-10
482,80,2024-10-10
483,120,2024-10-10
484,172,2024-10-10
485,183,2024-10-10
486,140,2024-10-10
487,80,2024-10-10
488,122,2024-10-10
489,164,2024-10-10
490,138,2024-10-10
491,87,2024-10-10
492,110,2024-10-10
493,179,2024-10-10
494,193,2024-10-10
495,192,2024-10-10
496,112,2024-10-10
497,192,2024-10-10
498,116,2024-10-10
499,198,2024-10-10
500,140,2024-10-10
1,189,2024-10-03
2,63,2024-10-03
3,80,2024-10-03
4,129,2024-10-03
5,166,2024-10-03
6,156,2024-10-03
7,140,2024-10-03
8,88,2024-10-03
9,136,2024-10-03
10,185,2024-10-03
11,175,2024-10-03
12,60,2024-10-03
13,130,2024-10-03
14,117,2024-10-03
15,83,2024-10-03
16,75,2024-10-03
17,143,2024-10-03
18,90,2024-10-03
19,134,2024-10-03
20,58,2024-10-03
21,88,2024-10-03
22,174,2024-10-03
23,213,2024-10-03
24,173,2024-10-03
25,130,2024-10-03
26,110,2024-10-03
27,130,2024-10-03
28,113,2024-10-03
29,130,2024-10-03
30,122,2024-10-03
31,93,2024-10-03
32,142,2024-10-03
33,109,2024-10-03
34,128,2024-10-03
35,110,2024-10-03
36,140,2024-10-03
37,160,2024-10-03
38,114,2024-10-03
39,61,2024-10-03
40,168,2024-10-03
41,127,2024-10-03
42,138,2024-10-03
43,142,2024-10-03
44,58,2024-10-03
45,100,2024-10-03
46,152,2024-10-03
47,131,2024-10-03
48,143,2024-10-03
49,222,2024-10-03
50,99,2024-10-03
51,75,2024-10-03
52,192,2024-10-03
53,51,2024-10-03
54,106,2024-10-03
55,141,2024-10-03
56,117,2024-10-03
57,177,2024-10-03
58,149,2024-10-03
59,52,2024-10-03
60,140,2024-10-03
61,95,2024-10-03
62,132,2024-10-03
63,97,2024-10-03
64,140,2024-10-03
65,130,2024-10-03
66,177,2024-10-03
67,181,2024-10-03
68,99,2024-10-03
69,100,2024-10-03
70,100,2024-10-03
71,69,2024-10-03
72,100,2024-10-03
73,121,2024-10-03
74,172,2024-10-03
75,66,2024-10-03
76,80,2024-10-03
77,163,2024-10-03
78,175,2024-10-03
79,141,2024-10-03
80,54,2024-10-03
81,127,2024-10-03
82,60,2024-10-03
83,69,2024-10-03
84,129,2024-10-03
85,56,2024-10-03
86,62,2024-10-03
87,170,2024-10-03
88,111,2024-10-03
89,64,2024-10-03
90,152,2024-10-03
91,141,2024-10-03
92,153,2024-10-03
93,77,2024-10-03
94,120,2024-10-03
95,127,2024-10-03
96,54,2024-10-03
97,84,2024-10-03
98,100,2024-10-03
99,197,2024-10-03
100,90,2024-10-03
101,133,2024-10-03
102,158,2024-10-03
103,121,2024-10-03
104,172,2024-10-03
105,150,2024-10-03
106,154,2024-10-03
107,82,2024-10-03
108,113,2024-10-03
109,60,2024-10-03
110,213,2024-10-03
111,168,2024-10-03
112,186,2024-10-03
113,55,2024-10-03
114,166,2024-10-03
115,81,2024-10-03
116,184,2024-10-03
117,72,2024-10-03
118,173,2024-10-03
119,64,2024-10-03
120,115,2024-10-03
121,147,2024-10-03
122,79,2024-10-03
123,116,2024-10-03
124,112,2024-10-03
125,109,2024-10-03
126,124,2024-10-03
127,157,2024-10-03
128,124,2024-10-03
129,146,2024-10-03
130,94,2024-10-03
131,134,2024-10-03
132,147,2024-10-03
133,167,2024-10-03
134,107,2024-10-03
135,165,2024-10-03
136,61,2024-10-03
137,189,2024-10-03
138,88,2024-10-03
139,120,2024-10-03
140,178,2024-10-03
141,170,2024-10-03
142,54,2024-10-03
143,132,2024-10-03
144,168,2024-10-03
145,133,2024-10-03
146,63,2024-10-03
147,140,2024-10-03
148,132,2024-10-03
149,160,2024-10-03
150,130,2024-10-03
151,143,2024-10-03
152,110,2024-10-03
153,136,2024-10-03
154,196,2024-10-03
155,204,2024-10-03
156,192,2024-10-03
157,144,2024-10-03
158,93,2024-10-03
159,83,2024-10-03
160,100,2024-10-03
161,100,2024-10-03
162,151,2024-10-03
163,93,2024-10-03
164,140,2024-10-03
165,177,2024-10-03
166,205,2024-10-03
167,100,2024-10-03
168,141,2024-10-03
169,113,2024-10-03
170,130,2024-10-03
171,163,2024-10-03
172,131,2024-10-03
173,130,2024-10-03
174,159,2024-10-03
175,141,2024-10-03
176,93,2024-10-03
177,101,2024-10-03
178,86,2024-10-03
179,104,2024-10-03
180,138,2024-10-03
181,140,2024-10-03
182,65,2024-10-03
183,70,2024-10-03
184,132,2024-10-03
185,58,2024-10-03
186,105,2024-10-03
187,141,2024-10-03
188,71,2024-10-03
189,101,2024-10-03
190,106,2024-10-03
191,148,2024-10-03
192,140,2024-10-03
193,175,2024-10-03
194,52,2024-10-03
195,131,2024-10-03
196,129,2024-10-03
197,201,2024-10-03
198,132,2024-10-03
199,147,2024-10-03
200,160,2024-10-03
201,100,2024-10-03
202,85,2024-10-03
203,90,2024-10-03
204,73,2024-10-03
205,107,2024-10-03
206,143,2024-10-03
207,189,2024-10-03
208,197,2024-10-03
209,109,2024-10-03
210,186,2024-10-03
211,73,2024-10-03
212,101,2024-10-03
213,140,2024-10-03
214,114,2024-10-03
215,150,2024-10-03
216,191,2024-10-03
217,118,2024-10-03
218,119,2024-10-03
219,198,2024-10-03
220,60,2024-10-03
221,160,2024-10-03
222,87,2024-10-03
223,84,2024-10-03
224,91,2024-10-03
225,91,2024-10-03
226,104,2024-10-03
227,56,2024-10-03
228,207,2024-10-03
229,61,2024-10-03
230,120,2024-10-03
231,106,2024-10-03
232,80,2024-10-03
233,134,2024-10-03
234,99,2024-10-03
235,86,2024-10-03
236,160,2024-10-03
237,89,2024-10-03
238,175,2024-10-03
239,166,2024-10-03
240,124,2024-10-03
241,140,2024-10-03
242,202,2024-10-03
243,169,2024-10-03
244,84,2024-10-03
245,125,2024-10-03
246,161,2024-10-03
247,192,2024-10-03
248,176,2024-10-03
249,144,2024-10-03
250,111,2024-10-03
251,141,2024-10-03
252,162,2024-10-03
253,92,2024-10-03
254,154,2024-10-03
255,81,2024-10-03
256,132,2024-10-03
257,140,2024-10-03
258,174,2024-10-03
259,117,2024-10-03
260,91,2024-10-03
261,144,2024-10-03
262,200,2024-10-03
263,63,2024-10-03
264,163,2024-10-03
265,152,2024-10-03
266,78,2024-10-03
267,94,2024-10-03
268,90,2024-10-03
269,101,2024-10-03
