ProductID,TransactionType,Quantity,TransactionDate
268,Sale,-4,2023-10-17
93,Sale,-5,2023-10-17
367,Sale,-2,2023-10-18
431,Sale,-2,2023-10-18
456,Sale,-3,2023-10-18
55,Sale,-2,2023-10-18
9,Sale,-4,2023-10-18
438,Sale,-2,2023-10-18
80,Sale,-2,2023-10-18
206,Sale,-3,2023-10-18
469,Sale,-1,2023-10-18
395,Sale,-4,2023-10-18
252,Sale,-5,2023-10-18
81,Sale,-1,2023-10-18
394,Sale,-5,2023-10-18
411,Sale,-3,2023-10-18
185,Sale,-4,2023-10-18
426,Sale,-2,2023-10-18
56,Sale,-2,2023-10-18
346,Sale,-5,2023-10-18
231,Sale,-2,2023-10-18
9,Sale,-4,2023-10-18
203,Sale,-3,2023-10-18
332,Sale,-2,2023-10-18
252,Sale,-4,2023-10-18
205,Sale,-3,2023-10-18
437,Sale,-3,2023-10-18
225,Sale,-1,2023-10-18
177,Sale,-1,2023-10-18
338,Sale,-2,2023-10-18
211,Sale,-1,2023-10-18
2,Sale,-1,2023-10-18
313,Sale,-5,2023-10-18
295,Sale,-1,2023-10-18
357,Sale,-4,2023-10-18
357,Sale,-4,2023-10-18
5,Sale,-5,2023-10-18
95,Sale,-2,2023-10-18
473,Sale,-2,2023-10-18
324,Sale,-4,2023-10-19
207,Sale,-3,2023-10-19
481,Sale,-3,2023-10-19
327,Sale,-1,2023-10-19
393,Sale,-5,2023-10-19
278,Sale,-5,2023-10-19
361,Sale,-3,2023-10-19
424,Sale,-1,2023-10-19
61,Sale,-2,2023-10-19
102,Sale,-5,2023-10-19
432,Sale,-2,2023-10-19
207,Sale,-5,2023-10-19
214,Sale,-4,2023-10-19
198,Sale,-3,2023-10-19
371,Sale,-3,2023-10-19
422,Sale,-5,2023-10-19
333,Sale,-4,2023-10-19
453,Sale,-4,2023-10-19
193,Sale,-5,2023-10-19
90,Sale,-5,2023-10-19
494,Sale,-1,2023-10-19
420,Sale,-5,2023-10-19
31,Sale,-4,2023-10-19
466,Sale,-2,2023-10-19
42,Sale,-1,2023-10-19
244,Sale,-4,2023-10-19
257,Sale,-2,2023-10-19
221,Sale,-4,2023-10-19
314,Sale,-2,2023-10-19
465,Sale,-2,2023-10-19
379,Sale,-2,2023-10-19
267,Sale,-4,2023-10-19
440,Sale,-4,2023-10-19
460,Sale,-1,2023-10-19
15,Sale,-3,2023-10-19
27,Sale,-3,2023-10-19
92,Sale,-3,2023-10-19
224,Sale,-3,2023-10-19
321,Sale,-1,2023-10-19
328,Sale,-5,2023-10-19
221,Sale,-1,2023-10-19
86,Sale,-3,2023-10-19
429,Sale,-1,2023-10-19
194,Sale,-1,2023-10-19
263,Sale,-1,2023-10-19
448,Sale,-5,2023-10-19
424,Sale,-2,2023-10-19
67,Sale,-1,2023-10-19
215,Sale,-1,2023-10-19
452,Sale,-3,2023-10-19
70,Sale,-2,2023-10-19
406,Sale,-4,2023-10-19
400,Sale,-1,2023-10-19
68,Sale,-3,2023-10-19
448,Sale,-1,2023-10-20
358,Sale,-2,2023-10-20
367,Sale,-4,2023-10-20
473,Sale,-2,2023-10-20
5,Sale,-4,2023-10-20
458,Sale,-3,2023-10-20
477,Sale,-3,2023-10-20
500,Sale,-3,2023-10-20
177,Sale,-3,2023-10-20
89,Sale,-4,2023-10-20
238,Sale,-3,2023-10-20
300,Sale,-1,2023-10-20
129,Sale,-1,2023-10-20
93,Sale,-3,2023-10-20
385,Sale,-1,2023-10-20
97,Sale,-4,2023-10-20
431,Sale,-2,2023-10-20
321,Sale,-5,2023-10-20
107,Sale,-1,2023-10-20
102,Sale,-3,2023-10-20
399,Sale,-3,2023-10-20
32,Sale,-4,2023-10-20
349,Sale,-2,2023-10-20
21,Sale,-4,2023-10-20
477,Sale,-1,2023-10-20
78,Sale,-4,2023-10-20
355,Sale,-3,2023-10-20
238,Sale,-3,2023-10-20
251,Sale,-1,2023-10-20
90,Sale,-3,2023-10-20
393,Sale,-4,2023-10-20
166,Sale,-1,2023-10-20
119,Sale,-2,2023-10-20
185,Sale,-4,2023-10-20
304,Sale,-4,2023-10-20
116,Sale,-3,2023-10-20
224,Sale,-2,2023-10-20
130,Sale,-1,2023-10-20
201,Sale,-5,2023-10-20
178,Sale,-4,2023-10-20
68,Sale,-1,2023-10-20
334,Sale,-3,2023-10-20
411,Sale,-2,2023-10-20
330,Sale,-1,2023-10-20
253,Sale,-3,2023-10-20
6,Sale,-3,2023-10-20
436,Sale,-3,2023-10-20
75,Sale,-2,2023-10-20
39,Sale,-5,2023-10-20
164,Sale,-4,2023-10-20
298,Sale,-3,2023-10-20
178,Sale,-4,2023-10-20
477,Sale,-1,2023-10-20
26,Sale,-3,2023-10-20
224,Sale,-5,2023-10-20
240,Sale,-4,2023-10-20
79,Sale,-2,2023-10-20
2,Sale,-5,2023-10-20
196,Sale,-4,2023-10-20
127,Sale,-2,2023-10-20
476,Sale,-1,2023-10-20
116,Sale,-1,2023-10-20
127,Sale,-1,2023-10-20
62,Sale,-4,2023-10-20
47,Sale,-5,2023-10-20
407,Sale,-4,2023-10-20
15,Sale,-2,2023-10-20
48,Sale,-3,2023-10-20
43,Sale,-3,2023-10-20
205,Sale,-5,2023-10-20
7,Sale,-1,2023-10-20
345,Sale,-5,2023-10-20
8,Sale,-5,2023-10-20
285,Sale,-3,2023-10-20
325,Sale,-3,2023-10-20
87,Sale,-5,2023-10-20
498,Sale,-3,2023-10-20
443,Sale,-4,2023-10-20
210,Sale,-1,2023-10-20
499,Sale,-3,2023-10-20
268,Sale,-1,2023-10-20
112,Sale,-2,2023-10-21
82,Sale,-1,2023-10-21
320,Sale,-5,2023-10-21
460,Sale,-1,2023-10-21
84,Sale,-4,2023-10-21
70,Sale,-1,2023-10-21
495,Sale,-3,2023-10-21
417,Sale,-3,2023-10-21
323,Sale,-5,2023-10-21
243,Sale,-5,2023-10-21
447,Sale,-1,2023-10-21
384,Sale,-1,2023-10-21
422,Sale,-1,2023-10-21
95,Sale,-3,2023-10-21
150,Sale,-4,2023-10-21
412,Sale,-2,2023-10-21
249,Sale,-2,2023-10-21
262,Sale,-2,2023-10-21
8,Sale,-5,2023-10-21
89,Sale,-3,2023-10-21
283,Sale,-2,2023-10-21
391,Sale,-4,2023-10-21
388,Sale,-1,2023-10-21
28,Sale,-2,2023-10-21
32,Sale,-4,2023-10-21
325,Sale,-3,2023-10-21
24,Sale,-2,2023-10-21
136,Sale,-3,2023-10-21
52,Sale,-3,2023-10-21
442,Sale,-4,2023-10-21
413,Sale,-4,2023-10-21
96,Sale,-3,2023-10-21
55,Sale,-4,2023-10-21
430,Sale,-1,2023-10-22
34,Sale,-2,2023-10-22
417,Sale,-4,2023-10-22
489,Sale,-1,2023-10-22
426,Sale,-3,2023-10-22
125,Sale,-2,2023-10-22
11,Sale,-3,2023-10-22
497,Sale,-5,2023-10-22
128,Sale,-1,2023-10-22
451,Sale,-2,2023-10-22
6,Sale,-2,2023-10-22
106,Sale,-4,2023-10-22
213,Sale,-5,2023-10-22
494,Sale,-3,2023-10-22
51,Sale,-3,2023-10-22
456,Sale,-4,2023-10-22
199,Sale,-5,2023-10-22
335,Sale,-3,2023-10-22
6,Sale,-4,2023-10-22
109,Sale,-3,2023-10-22
275,Sale,-1,2023-10-22
239,Sale,-2,2023-10-22
236,Sale,-5,2023-10-22
391,Sale,-3,2023-10-22
414,Sale,-4,2023-10-22
268,Sale,-3,2023-10-22
335,Sale,-2,2023-10-22
460,Sale,-2,2023-10-22
382,Sale,-4,2023-10-22
231,Sale,-5,2023-10-22
310,Sale,-5,2023-10-22
257,Sale,-2,2023-10-22
451,Sale,-3,2023-10-22
59,Sale,-4,2023-10-22
343,Sale,-3,2023-10-22
267,Sale,-2,2023-10-22
50,Sale,-4,2023-10-22
404,Sale,-3,2023-10-22
186,Sale,-3,2023-10-22
446,Sale,-3,2023-10-22
392,Sale,-3,2023-10-22
109,Sale,-4,2023-10-22
78,Sale,-4,2023-10-22
324,Sale,-5,2023-10-22
80,Sale,-4,2023-10-22
68,Sale,-4,2023-10-22
7,Sale,-2,2023-10-22
353,Sale,-1,2023-10-22
45,Sale,-5,2023-10-23
498,Sale,-2,2023-10-23
217,Sale,-3,2023-10-23
358,Sale,-4,2023-10-23
104,Sale,-2,2023-10-23
225,Sale,-3,2023-10-23
34,Sale,-3,2023-10-23
52,Sale,-4,2023-10-23
200,Sale,-3,2023-10-23
314,Sale,-4,2023-10-23
167,Sale,-1,2023-10-23
251,Sale,-4,2023-10-23
196,Sale,-5,2023-10-23
195,Sale,-5,2023-10-23
134,Sale,-2,2023-10-23
357,Sale,-4,2023-10-23
51,Sale,-4,2023-10-23
28,Sale,-4,2023-10-23
289,Sale,-3,2023-10-23
411,Sale,-3,2023-10-23
420,Sale,-4,2023-10-23
224,Sale,-5,2023-10-23
39,Sale,-5,2023-10-23
147,Sale,-2,2023-10-23
149,Sale,-4,2023-10-23
184,Sale,-3,2023-10-23
75,Sale,-1,2023-10-23
95,Sale,-2,2023-10-23
362,Sale,-5,2023-10-23
201,Sale,-5,2023-10-23
344,Sale,-5,2023-10-23
322,Sale,-2,2023-10-23
171,Sale,-2,2023-10-23
262,Sale,-2,2023-10-23
363,Sale,-5,2023-10-23
352,Sale,-2,2023-10-23
237,Sale,-1,2023-10-23
279,Sale,-4,2023-10-23
338,Sale,-2,2023-10-23
120,Sale,-5,2023-10-23
465,Sale,-5,2023-10-23
78,Sale,-4,2023-10-23
106,Sale,-2,2023-10-23
135,Sale,-2,2023-10-23
411,Sale,-1,2023-10-23
218,Sale,-4,2023-10-23
223,Sale,-1,2023-10-23
386,Sale,-5,2023-10-23
415,Sale,-2,2023-10-23
262,Sale,-4,2023-10-23
164,Sale,-2,2023-10-23
196,Sale,-2,2023-10-23
370,Sale,-2,2023-10-23
26,Sale,-3,2023-10-23
359,Sale,-1,2023-10-23
82,Sale,-5,2023-10-23
496,Sale,-4,2023-10-23
278,Sale,-1,2023-10-23
237,Sale,-1,2023-10-23
86,Sale,-5,2023-10-23
420,Sale,-3,2023-10-23
144,Sale,-2,2023-10-23
81,Sale,-3,2023-10-23
442,Sale,-2,2023-10-23
81,Sale,-4,2023-10-23
158,Sale,-5,2023-10-23
368,Sale,-5,2023-10-23
470,Sale,-2,2023-10-23
31,Sale,-4,2023-10-23
80,Sale,-3,2023-10-24
42,Sale,-4,2023-10-24
76,Sale,-4,2023-10-24
32,Sale,-3,2023-10-24
259,Sale,-5,2023-10-24
156,Sale,-5,2023-10-24
265,Sale,-5,2023-10-24
397,Sale,-5,2023-10-24
177,Sale,-5,2023-10-24
325,Sale,-3,2023-10-24
216,Sale,-4,2023-10-24
259,Sale,-1,2023-10-24
469,Sale,-3,2023-10-24
266,Sale,-2,2023-10-24
436,Sale,-5,2023-10-24
198,Sale,-4,2023-10-24
141,Sale,-5,2023-10-24
349,Sale,-2,2023-10-24
484,Sale,-2,2023-10-24
107,Sale,-5,2023-10-24
166,Sale,-4,2023-10-25
98,Sale,-2,2023-10-25
247,Sale,-2,2023-10-25
49,Sale,-3,2023-10-25
327,Sale,-1,2023-10-25
62,Sale,-1,2023-10-25
331,Sale,-2,2023-10-25
209,Sale,-3,2023-10-25
456,Sale,-3,2023-10-25
170,Sale,-1,2023-10-25
240,Sale,-2,2023-10-25
130,Sale,-3,2023-10-25
101,Sale,-3,2023-10-25
445,Sale,-2,2023-10-25
283,Sale,-5,2023-10-25
6,Sale,-3,2023-10-25
163,Sale,-1,2023-10-25
309,Sale,-4,2023-10-25
272,Sale,-5,2023-10-25
294,Sale,-1,2023-10-25
447,Sale,-1,2023-10-25
39,Sale,-1,2023-10-25
397,Sale,-3,2023-10-25
167,Sale,-4,2023-10-25
85,Sale,-1,2023-10-25
80,Sale,-5,2023-10-26
121,Sale,-3,2023-10-26
210,Sale,-4,2023-10-26
112,Sale,-2,2023-10-26
495,Sale,-4,2023-10-26
372,Sale,-3,2023-10-26
401,Sale,-3,2023-10-26
423,Sale,-1,2023-10-26
473,Sale,-1,2023-10-26
372,Sale,-2,2023-10-26
161,Sale,-5,2023-10-26
422,Sale,-5,2023-10-26
156,Sale,-1,2023-10-26
461,Sale,-4,2023-10-26
33,Sale,-2,2023-10-26
240,Sale,-3,2023-10-26
234,Sale,-1,2023-10-26
86,Sale,-1,2023-10-26
259,Sale,-1,2023-10-26
115,Sale,-1,2023-10-26
92,Sale,-5,2023-10-26
443,Sale,-1,2023-10-26
297,Sale,-5,2023-10-26
453,Sale,-3,2023-10-26
424,Sale,-4,2023-10-26
161,Sale,-3,2023-10-26
125,Sale,-2,2023-10-26
274,Sale,-4,2023-10-26
444,Sale,-2,2023-10-26
129,Sale,-4,2023-10-26
114,Sale,-5,2023-10-26
393,Sale,-5,2023-10-26
399,Sale,-4,2023-10-26
375,Sale,-1,2023-10-26
215,Sale,-3,2023-10-26
380,Sale,-2,2023-10-26
268,Sale,-1,2023-10-26
408,Sale,-1,2023-10-26
466,Sale,-4,2023-10-26
94,Sale,-4,2023-10-26
127,Sale,-2,2023-10-26
150,Sale,-3,2023-10-26
323,Sale,-3,2023-10-26
2,Sale,-5,2023-10-26
75,Sale,-1,2023-10-26
322,Sale,-1,2023-10-26
408,Sale,-1,2023-10-26
40,Sale,-3,2023-10-26
459,Sale,-2,2023-10-26
115,Sale,-2,2023-10-26
403,Sale,-4,2023-10-26
291,Sale,-3,2023-10-26
344,Sale,-3,2023-10-26
68,Sale,-2,2023-10-26
4,Sale,-4,2023-10-26
467,Sale,-3,2023-10-26
364,Sale,-4,2023-10-26
104,Sale,-3,2023-10-26
247,Sale,-2,2023-10-26
294,Sale,-1,2023-10-26
330,Sale,-1,2023-10-26
334,Sale,-5,2023-10-26
4,Sale,-2,2023-10-26
183,Sale,-4,2023-10-26
117,Sale,-3,2023-10-27
10,Sale,-5,2023-10-27
247,Sale,-4,2023-10-27
311,Sale,-2,2023-10-27
205,Sale,-4,2023-10-27
17,Sale,-2,2023-10-27
363,Sale,-3,2023-10-27
311,Sale,-5,2023-10-27
163,Sale,-2,2023-10-27
338,Sale,-2,2023-10-27
164,Sale,-4,2023-10-27
242,Sale,-3,2023-10-27
366,Sale,-4,2023-10-27
470,Sale,-4,2023-10-27
214,Sale,-3,2023-10-27
195,Sale,-2,2023-10-27
386,Sale,-4,2023-10-27
121,Sale,-1,2023-10-27
280,Sale,-2,2023-10-27
308,Sale,-5,2023-10-27
84,Sale,-5,2023-10-27
363,Sale,-1,2023-10-27
411,Sale,-2,2023-10-27
425,Sale,-1,2023-10-27
37,Sale,-5,2023-10-27
2,Sale,-1,2023-10-27
191,Sale,-5,2023-10-27
189,Sale,-4,2023-10-27
204,Sale,-3,2023-10-27
294,Sale,-1,2023-10-27
197,Sale,-2,2023-10-28
217,Sale,-2,2023-10-28
346,Sale,-1,2023-10-28
194,Sale,-2,2023-10-28
349,Sale,-1,2023-10-28
165,Sale,-1,2023-10-28
58,Sale,-4,2023-10-28
430,Sale,-3,2023-10-28
184,Sale,-5,2023-10-28
110,Sale,-3,2023-10-28
343,Sale,-2,2023-10-28
499,Sale,-5,2023-10-28
414,Sale,-2,2023-10-28
201,Sale,-3,2023-10-28
228,Sale,-3,2023-10-28
429,Sale,-3,2023-10-28
367,Sale,-4,2023-10-28
15,Sale,-2,2023-10-28
343,Sale,-3,2023-10-28
270,Sale,-2,2023-10-28
395,Sale,-1,2023-10-28
426,Sale,-3,2023-10-28
35,Sale,-4,2023-10-28
414,Sale,-1,2023-10-28
478,Sale,-1,2023-10-28
456,Sale,-4,2023-10-28
18,Sale,-3,2023-10-28
39,Sale,-2,2023-10-28
246,Sale,-1,2023-10-28
248,Sale,-3,2023-10-28
277,Sale,-2,2023-10-29
269,Sale,-2,2023-10-29
347,Sale,-2,2023-10-29
131,Sale,-4,2023-10-29
497,Sale,-1,2023-10-29
369,Sale,-4,2023-10-29
395,Sale,-1,2023-10-29
43,Sale,-1,2023-10-29
347,Sale,-3,2023-10-29
320,Sale,-5,2023-10-29
229,Sale,-3,2023-10-29
89,Sale,-5,2023-10-29
352,Sale,-3,2023-10-29
44,Sale,-4,2023-10-29
361,Sale,-5,2023-10-29
223,Sale,-1,2023-10-29
261,Sale,-4,2023-10-29
279,Sale,-3,2023-10-29
11,Sale,-5,2023-10-29
252,Sale,-3,2023-10-29
166,Sale,-3,2023-10-29
174,Sale,-4,2023-10-29
185,Sale,-4,2023-10-29
374,Sale,-1,2023-10-29
367,Sale,-2,2023-10-29
419,Sale,-1,2023-10-29
377,Sale,-4,2023-10-29
424,Sale,-3,2023-10-29
306,Sale,-5,2023-10-29
53,Sale,-3,2023-10-29
53,Sale,-1,2023-10-29
22,Sale,-4,2023-10-29
278,Sale,-5,2023-10-29
421,Sale,-3,2023-10-29
307,Sale,-4,2023-10-29
251,Sale,-5,2023-10-29
176,Sale,-4,2023-10-29
176,Sale,-2,2023-10-29
324,Sale,-3,2023-10-29
360,Sale,-5,2023-10-29
244,Sale,-5,2023-10-29
322,Sale,-4,2023-10-29
382,Sale,-5,2023-10-29
334,Sale,-2,2023-10-29
149,Sale,-5,2023-10-29
278,Sale,-5,2023-10-29
310,Sale,-3,2023-10-29
33,Sale,-1,2023-10-29
294,Sale,-4,2023-10-29
229,Sale,-3,2023-10-29
95,Sale,-2,2023-10-29
353,Sale,-1,2023-10-29
461,Sale,-5,2023-10-29
407,Sale,-2,2023-10-29
100,Sale,-4,2023-10-29
398,Sale,-3,2023-10-29
161,Sale,-2,2023-10-29
67,Sale,-3,2023-10-29
80,Sale,-5,2023-10-29
287,Sale,-3,2023-10-29
346,Sale,-3,2023-10-29
114,Sale,-1,2023-10-29
234,Sale,-2,2023-10-29
193,Sale,-3,2023-10-30
392,Sale,-3,2023-10-30
263,Sale,-3,2023-10-30
359,Sale,-5,2023-10-30
57,Sale,-2,2023-10-30
60,Sale,-1,2023-10-30
209,Sale,-4,2023-10-30
411,Sale,-3,2023-10-30
498,Sale,-1,2023-10-30
109,Sale,-5,2023-10-30
209,Sale,-4,2023-10-30
414,Sale,-5,2023-10-30
253,Sale,-5,2023-10-30
207,Sale,-3,2023-10-30
218,Sale,-3,2023-10-30
19,Sale,-4,2023-10-30
359,Sale,-4,2023-10-30
89,Sale,-4,2023-10-30
42,Sale,-2,2023-10-30
285,Sale,-3,2023-10-30
330,Sale,-5,2023-10-30
380,Sale,-2,2023-10-30
127,Sale,-5,2023-10-30
250,Sale,-2,2023-10-30
188,Sale,-4,2023-10-30
23,Sale,-5,2023-10-30
490,Sale,-2,2023-10-30
400,Sale,-2,2023-10-31
177,Sale,-5,2023-10-31
327,Sale,-3,2023-10-31
33,Sale,-5,2023-10-31
493,Sale,-3,2023-10-31
130,Sale,-1,2023-10-31
346,Sale,-4,2023-10-31
461,Sale,-1,2023-10-31
302,Sale,-4,2023-10-31
418,Sale,-3,2023-10-31
4,Sale,-3,2023-10-31
302,Sale,-3,2023-10-31
205,Sale,-3,2023-10-31
259,Sale,-2,2023-10-31
100,Sale,-3,2023-10-31
178,Sale,-2,2023-10-31
445,Sale,-1,2023-10-31
121,Sale,-4,2023-10-31
369,Sale,-1,2023-10-31
477,Sale,-3,2023-10-31
158,Sale,-1,2023-10-31
296,Sale,-3,2023-10-31
34,Sale,-1,2023-10-31
493,Sale,-1,2023-10-31
390,Sale,-1,2023-10-31
364,Sale,-2,2023-10-31
50,Sale,-2,2023-10-31
448,Sale,-3,2023-10-31
102,Sale,-3,2023-10-31
417,Sale,-5,2023-10-31
20,Sale,-3,2023-10-31
94,Sale,-2,2023-10-31
73,Sale,-3,2023-10-31
286,Sale,-5,2023-10-31
125,Sale,-4,2023-10-31
139,Sale,-1,2023-11-01
361,Sale,-4,2023-11-01
491,Sale,-1,2023-11-01
55,Sale,-3,2023-11-01
31,Sale,-5,2023-11-01
430,Sale,-2,2023-11-01
211,Sale,-2,2023-11-01
174,Sale,-1,2023-11-01
228,Sale,-1,2023-11-01
19,Sale,-2,2023-11-01
432,Sale,-4,2023-11-01
107,Sale,-3,2023-11-01
374,Sale,-3,2023-11-01
303,Sale,-4,2023-11-01
493,Sale,-2,2023-11-01
367,Sale,-1,2023-11-01
29,Sale,-3,2023-11-01
119,Sale,-2,2023-11-01
88,Sale,-1,2023-11-01
27,Sale,-1,2023-11-01
199,Sale,-4,2023-11-01
35,Sale,-1,2023-11-01
48,Sale,-2,2023-11-01
322,Sale,-5,2023-11-01
329,Sale,-1,2023-11-01
161,Sale,-2,2023-11-01
149,Sale,-5,2023-11-01
214,Sale,-5,2023-11-01
234,Sale,-5,2023-11-01
350,Sale,-5,2023-11-01
146,Sale,-4,2023-11-01
415,Sale,-5,2023-11-02
484,Sale,-5,2023-11-02
268,Sale,-1,2023-11-02
170,Sale,-2,2023-11-02
420,Sale,-5,2023-11-02
469,Sale,-5,2023-11-02
441,Sale,-3,2023-11-02
410,Sale,-1,2023-11-02
74,Sale,-1,2023-11-02
384,Sale,-3,2023-11-02
80,Sale,-4,2023-11-02
154,Sale,-3,2023-11-02
147,Sale,-5,2023-11-02
329,Sale,-1,2023-11-02
112,Sale,-3,2023-11-02
82,Sale,-5,2023-11-02
185,Sale,-5,2023-11-02
396,Sale,-2,2023-11-02
66,Sale,-1,2023-11-02
254,Sale,-1,2023-11-02
339,Sale,-5,2023-11-02
118,Sale,-1,2023-11-02
484,Sale,-2,2023-11-02
271,Sale,-1,2023-11-02
267,Sale,-2,2023-11-02
486,Sale,-2,2023-11-02
88,Sale,-5,2023-11-02
392,Sale,-2,2023-11-02
159,Sale,-4,2023-11-02
348,Sale,-3,2023-11-02
160,Sale,-4,2023-11-02
