OrderID,CustomerID,OrderDate,TotalAmount
177,2161,2024-04-29,528.6
178,128,2024-04-29,161.81
179,570,2024-04-29,273.81
180,1224,2024-02-17,979.05
181,2243,2024-02-17,138.37
182,2416,2024-08-26,552.46
183,1284,2024-08-26,822.8
184,975,2024-08-26,809.88
185,978,2023-12-05,683.54
186,1084,2024-02-18,517.55
187,1811,2024-02-18,690.44
188,2354,2024-01-04,236.34
189,1963,2024-08-04,421.84
190,2069,2024-04-01,315.25
191,1782,2024-04-01,457.79
192,191,2024-04-01,753.35
193,2133,2023-11-08,632.82
194,408,2023-11-08,101.65
195,619,2023-11-08,627.97
196,1712,2024-04-19,350.22
197,1410,2024-04-19,104.84
198,74,2024-09-15,798.43
199,1709,2024-03-11,856.99
200,1874,2024-03-11,408.83
201,1660,2024-03-11,864.28
202,1327,2024-09-17,785.07
203,515,2024-09-17,519.51
204,1046,2024-09-17,892.99
205,2423,2024-06-11,861.86
206,2074,2024-06-11,553.71
207,1591,2023-10-16,224.2
208,151,2024-07-20,971.17
209,1225,2024-07-20,856.7
210,163,2024-09-24,426.91
211,935,2024-09-24,614.23
212,1969,2024-06-20,698.36
213,609,2024-06-20,178.56
214,878,2024-06-20,568.93
215,896,2024-09-01,905.56
216,1600,2024-09-12,201.66
217,2307,2024-01-30,44.15
218,54,2024-01-30,579.24
219,4,2024-05-20,55.55
220,626,2024-05-20,500.52
221,594,2024-08-04,642.1
222,964,2024-08-04,642.67
223,1437,2024-08-04,845.89
224,905,2024-03-15,581.43
225,1977,2024-03-15,645.43
226,1737,2024-06-15,197.14
227,2430,2024-06-15,762.5
228,1771,2024-06-15,940.24
229,1289,2024-09-06,245.41
230,1809,2024-09-06,980.34
231,566,2024-08-15,710.49
232,824,2024-08-15,782.54
233,166,2024-07-17,29.19
234,595,2024-07-17,693.69
235,905,2024-09-27,792.09
236,483,2023-11-10,145.22
237,2387,2023-11-10,797.92
238,780,2024-04-23,319.53
239,1879,2024-04-23,948.78
240,2253,2024-01-26,232.84
241,1637,2024-01-26,709.51
242,1067,2024-01-26,945.15
243,1620,2023-10-31,39.09
244,1215,2023-10-31,684.68
245,1339,2023-10-27,423.55
246,264,2024-04-27,661.93
247,520,2024-02-29,679.08
248,945,2024-02-29,29.91
249,792,2024-07-01,942.53
250,337,2024-07-01,656.63
251,605,2024-07-01,397.92
252,24,2024-07-01,667.89
253,1874,2024-07-01,433.4
254,612,2024-07-01,86.19
255,2064,2024-07-01,44.22
256,1065,2024-07-01,587.22
257,1489,2024-07-01,55.72
258,2290,2024-07-01,558.31
259,2223,2024-01-21,680.0
260,2285,2024-01-21,730.26
261,169,2024-07-19,209.55
262,2477,2024-05-25,61.89
263,2450,2024-05-25,826.5
264,1996,2024-05-25,173.74
265,1570,2023-10-20,62.19
266,979,2023-10-20,530.93
267,2073,2023-10-20,879.6
268,2443,2023-12-24,211.45
269,2313,2023-12-24,430.68
270,2355,2023-12-24,274.49
271,49,2024-09-07,701.23
272,1764,2024-09-07,104.12
273,104,2024-09-07,518.86
274,564,2024-05-23,415.52
275,484,2024-05-23,721.16
276,1993,2024-04-26,762.04
277,2300,2024-04-26,640.68
278,851,2024-04-26,850.95
279,1811,2024-03-16,548.39
280,110,2024-03-16,113.82
281,847,2024-03-16,627.14
282,363,2024-09-26,721.56
283,1353,2024-09-26,924.56
284,115,2024-09-26,232.64
285,1288,2024-09-26,357.17
286,1850,2024-05-31,629.46
287,1387,2024-05-31,588.57
288,1986,2024-05-31,836.99
289,1720,2024-09-09,839.45
290,93,2024-09-09,315.81
291,2293,2024-09-09,381.19
292,1234,2024-06-10,70.1
293,1420,2024-06-10,725.21
294,2255,2024-06-10,486.61
295,807,2024-03-25,860.03
296,1114,2024-03-25,993.24
297,1402,2024-06-23,225.35
298,634,2024-02-06,394.03
299,285,2024-02-06,830.04
300,1555,2024-02-06,496.22
301,481,2024-03-27,159.1
302,2435,2024-03-27,662.67
303,2168,2024-02-21,349.69
304,1933,2024-08-07,777.97
305,2086,2024-08-07,149.36
306,1091,2024-08-07,133.8
307,1964,2024-02-20,351.35
308,234,2024-02-20,193.89
309,1733,2024-02-20,693.01
310,1295,2024-02-23,111.53
311,1746,2024-02-23,280.96
312,15,2024-06-28,734.94
313,2132,2024-06-28,628.54
314,1693,2024-04-23,809.26
315,2496,2024-01-16,404.0
316,1814,2024-01-16,995.41
317,917,2024-06-02,801.81
318,117,2024-06-02,901.59
319,412,2024-06-02,643.98
320,1558,2024-02-11,718.2
321,2315,2024-02-11,759.74
322,826,2023-11-20,351.8
323,1307,2023-10-20,686.99
324,1225,2024-10-09,943.15
325,560,2024-10-09,258.95
326,2465,2024-10-09,803.97
327,320,2024-06-28,241.9
328,1535,2024-07-08,810.55
329,1809,2024-07-08,758.59
330,384,2024-07-08,350.32
331,1552,2024-07-08,330.59
332,852,2024-07-08,76.43
333,1325,2024-07-08,465.77
334,1181,2024-07-08,117.77
335,155,2024-07-08,187.47
336,880,2024-07-08,794.83
337,1408,2024-07-08,61.78
338,1565,2024-07-08,632.08
339,1399,2024-07-08,228.07
340,1388,2024-07-08,826.1
341,454,2024-07-15,804.06
342,1569,2024-07-15,738.43
343,213,2024-07-15,732.9
344,2283,2024-08-22,835.46
345,1566,2024-08-22,621.17
346,2308,2024-08-15,516.0
347,1824,2024-02-13,887.35
348,1771,2024-02-13,241.47
349,538,2024-02-13,585.59
350,1297,2024-07-02,256.44
351,1278,2024-07-02,635.2
352,38,2024-07-02,609.42
353,1081,2024-07-02,488.77
354,1537,2024-07-02,934.75
355,860,2024-02-03,839.46
356,90,2024-02-03,357.7
357,1262,2024-02-03,515.45
358,757,2023-10-29,657.81
359,1711,2023-10-29,86.6
360,670,2023-10-29,103.67
361,1698,2024-03-05,206.01
362,427,2024-03-05,290.91
363,2329,2024-03-05,814.72
364,469,2024-03-05,915.39
365,367,2024-03-05,645.82
366,586,2024-03-05,291.21
367,1756,2024-03-05,587.57
368,2135,2024-03-05,258.31
369,1900,2024-03-05,562.81
370,814,2024-03-05,520.48
371,317,2024-03-05,170.29
372,2374,2024-03-05,673.96
373,795,2024-03-05,349.55
374,660,2024-03-05,360.71
375,1274,2024-03-05,548.12
376,2497,2024-10-06,647.55
377,505,2024-10-06,670.44
378,233,2024-10-06,524.21
379,2295,2024-08-28,700.2
380,1370,2024-08-28,679.21
381,426,2023-11-22,626.47
382,2363,2024-09-30,582.53
383,2259,2024-09-15,865.03
384,2334,2024-03-10,678.81
385,1535,2024-03-10,550.7
386,658,2024-03-10,423.95
387,1397,2023-11-23,130.16
388,1453,2024-05-31,919.93
389,66,2024-01-11,263.16
390,321,2024-01-11,189.89
391,1477,2024-04-30,995.39
392,1951,2024-03-15,609.55
393,2312,2024-03-15,377.82
394,495,2024-05-26,478.23
395,907,2024-03-19,283.24
396,544,2024-03-19,988.53
397,1015,2024-03-19,784.92
398,2465,2024-01-01,93.37
399,659,2024-01-01,874.4
400,480,2024-10-10,716.76
401,155,2024-10-10,927.77
402,963,2024-01-08,215.19
403,1388,2024-07-24,723.19
404,462,2024-03-18,503.63
405,26,2024-03-18,570.0
406,1008,2024-02-07,811.77
407,749,2024-02-07,971.18
408,1739,2024-02-07,548.6
409,726,2023-11-21,866.21
410,754,2023-11-21,459.32
411,575,2023-11-21,650.94
412,1085,2024-08-31,188.81
413,2466,2024-03-13,207.73
414,615,2024-06-14,66.14
415,322,2024-06-14,526.59
416,2134,2024-06-14,65.44
417,563,2024-06-15,508.71
418,1968,2024-06-15,948.32
419,1814,2024-03-06,190.7
420,796,2024-03-06,803.96
421,1087,2024-03-06,554.17
422,1295,2024-03-06,238.07
423,178,2024-03-06,972.66
424,2268,2024-03-06,687.95
425,1015,2024-03-06,135.6
426,1348,2023-11-17,254.81
427,716,2023-11-17,317.55
428,732,2023-11-17,881.44
429,629,2024-06-01,171.49
430,1219,2024-08-20,412.42
431,1320,2024-04-15,995.41
432,1770,2024-04-15,669.41
433,1896,2024-04-15,281.53
434,1445,2024-09-12,778.02
435,1800,2024-09-12,664.98
436,218,2024-09-12,659.34
437,1350,2024-07-19,898.74
438,2197,2024-07-19,488.6
439,2245,2024-07-19,150.83
440,21,2023-10-19,939.39
441,1705,2023-10-19,512.88
442,1267,2023-10-19,866.0
443,1003,2024-03-15,722.22
444,1521,2024-02-16,430.69
445,49,2024-02-16,690.81
446,1178,2024-10-03,551.48
447,94,2024-10-03,532.35
448,576,2024-06-18,953.69
449,127,2024-06-18,411.52
450,343,2024-06-18,340.75
451,448,2024-07-28,659.06
452,304,2024-07-28,613.85
453,487,2023-12-22,446.96
454,48,2024-08-21,981.39
455,2317,2024-05-11,486.8
456,1266,2024-05-11,63.31
457,473,2024-05-10,628.92
458,1925,2024-05-10,527.12
459,1024,2024-05-10,341.75
460,1054,2024-05-31,331.03
461,819,2024-05-31,265.7
462,835,2024-05-24,753.47
463,1213,2024-01-16,611.5
464,524,2024-01-16,59.46
465,2234,2024-01-16,276.79
466,1797,2024-01-19,391.81
467,31,2024-01-19,465.83
468,853,2023-12-11,429.3
469,455,2024-05-24,535.58
470,1579,2024-05-24,150.47
471,1945,2024-05-24,558.07
472,819,2024-05-21,632.67
473,321,2024-05-21,602.48
474,297,2024-05-21,862.17
475,648,2024-01-08,589.3
476,2118,2024-05-19,246.31
477,1118,2024-05-19,437.57
478,386,2024-05-19,485.86
479,1519,2024-01-08,376.46
480,161,2024-01-08,429.7
481,1809,2024-01-08,169.34
482,2283,2024-08-08,623.2
483,2349,2024-01-25,675.17
484,2035,2024-01-25,705.42
485,1902,2024-08-29,675.64
486,1542,2024-08-29,132.33
487,2053,2024-08-29,45.13
488,2305,2024-06-05,317.75
489,664,2024-06-05,635.63
490,2051,2024-06-05,408.81
491,2018,2024-10-05,614.79
492,119,2024-10-05,332.64
493,418,2024-08-07,66.18
494,539,2024-08-07,771.58
495,222,2024-08-07,514.63
496,2376,2023-11-13,457.14
497,1851,2024-04-04,765.57
498,2345,2024-04-04,918.22
499,2410,2023-12-29,644.25
500,1979,2024-03-27,383.52
501,618,2024-03-27,441.0
502,1114,2024-07-05,542.66
503,1476,2024-07-05,682.84
504,668,2024-07-05,761.71
505,36,2024-07-05,654.86
506,1084,2024-07-05,694.56
507,1207,2024-07-05,297.5
508,449,2024-07-05,995.12
509,762,2024-07-05,56.46
510,1577,2024-07-05,508.16
511,2208,2024-07-05,750.09
512,1104,2024-07-05,531.0
513,1246,2024-07-05,927.08
514,1769,2024-07-05,779.55
515,1752,2024-07-05,535.57
516,751,2024-01-22,508.6
517,1623,2024-02-19,134.38
518,779,2024-07-07,773.09
519,1826,2024-07-07,826.58
520,255,2024-07-07,889.63
521,2021,2024-03-15,748.9
522,1671,2024-01-07,33.16
523,575,2024-01-07,291.6
524,2292,2024-01-07,826.56
525,911,2023-10-14,580.8
526,1888,2024-06-12,674.86
527,1427,2024-07-06,463.52
528,389,2024-07-06,756.1
529,1972,2024-07-06,624.07
530,1516,2024-07-06,326.1
531,458,2024-07-06,398.19
532,1286,2024-07-06,325.74
533,312,2024-07-06,304.1
534,233,2024-07-06,497.33
535,1595,2024-07-06,491.9
536,1015,2024-08-10,664.21
537,1657,2024-08-10,241.46
538,1236,2024-08-10,475.38
539,1103,2023-12-21,260.83
540,1131,2023-12-21,36.48
541,1297,2023-12-21,759.57
542,1323,2023-12-25,865.8
543,943,2024-08-28,216.2
544,808,2024-01-15,253.59
545,1528,2023-12-24,39.74
546,305,2023-10-17,530.97
547,2442,2023-10-17,536.19
548,300,2023-10-17,279.67
549,2253,2023-10-22,966.87
550,1239,2023-10-22,949.36
551,2294,2023-10-22,781.73
552,1997,2024-09-03,261.14
553,1069,2024-05-10,774.81
554,1529,2024-01-07,827.74
555,1815,2024-05-23,757.05
556,595,2024-09-17,293.32
557,2221,2024-09-17,37.65
558,1983,2024-09-17,303.44
559,1962,2023-10-28,79.03
560,1150,2024-06-10,389.91
561,130,2024-06-10,272.86
562,1104,2024-09-05,622.71
563,67,2024-09-05,451.49
564,1590,2024-07-20,757.83
565,1082,2024-07-20,908.05
566,266,2024-07-20,414.5
567,745,2024-04-07,958.82
568,51,2024-08-01,444.15
569,2197,2024-05-03,950.45
570,1295,2024-05-03,861.74
571,135,2023-10-25,730.99
572,958,2023-10-25,795.24
573,1863,2024-05-13,118.57
574,2175,2024-05-13,563.48
575,2114,2024-03-26,221.09
576,879,2024-03-26,800.31
577,750,2024-01-16,973.88
578,1821,2024-01-16,987.46
579,1894,2024-01-16,830.52
580,2194,2024-01-30,294.22
581,158,2024-01-30,787.35
582,1936,2024-01-30,43.68
583,1424,2024-07-16,509.09
584,733,2023-11-15,211.56
585,417,2023-11-30,854.04
586,34,2023-11-30,892.0
587,163,2024-05-14,391.73
588,266,2023-12-17,907.19
589,2406,2023-12-17,135.68
590,580,2023-12-17,341.36
591,1440,2024-04-26,429.78
592,545,2024-04-26,671.22
593,280,2024-07-14,441.93
594,641,2024-07-14,530.09
595,2000,2024-07-14,830.34
596,1735,2023-11-10,365.32
597,1188,2023-11-10,74.46
598,2163,2023-11-10,158.92
599,947,2024-05-19,256.17
600,2371,2024-05-19,676.64
601,849,2024-08-02,822.37
602,1728,2024-01-05,21.7
603,1652,2024-08-17,874.95
604,1839,2024-08-17,311.98
605,1457,2024-07-29,701.81
606,1571,2023-12-15,426.79
607,1588,2024-07-11,342.01
608,171,2024-07-11,611.61
609,1562,2024-04-04,924.1
610,1784,2024-01-17,445.07
611,1031,2024-01-17,347.42
612,2269,2024-01-17,994.8
613,798,2023-11-13,580.1
614,1640,2024-05-21,980.41
615,2395,2024-05-21,209.17
616,1526,2024-05-21,885.58
617,1986,2024-07-16,932.83
618,356,2024-07-16,87.0
619,1135,2024-07-16,66.93
620,577,2024-06-08,613.48
621,1126,2024-06-08,680.84
622,1853,2023-11-21,412.81
623,2108,2023-11-21,318.88
624,430,2023-12-22,836.1
625,2283,2023-11-24,88.92
626,2126,2024-08-02,469.28
627,1220,2024-09-17,215.04
628,539,2023-12-28,654.66
629,92,2023-10-23,630.97
630,1395,2023-10-23,534.29
631,1185,2023-10-23,740.84
632,47,2023-12-22,698.94
633,1260,2023-10-13,921.52
634,1093,2023-10-13,926.65
635,2032,2023-10-13,857.41
636,2224,2024-08-02,773.54
637,780,2023-11-21,187.39
638,644,2023-11-21,215.77
639,1522,2023-11-21,119.24
640,2400,2024-10-05,145.71
641,58,2024-10-05,988.97
642,1092,2024-10-05,237.77
643,806,2023-11-24,679.29
644,2140,2023-11-24,715.57
645,1457,2023-12-15,495.38
646,1733,2024-05-16,274.68
647,227,2024-05-16,501.84
648,525,2024-07-16,845.62
649,1710,2024-01-08,945.07
650,582,2024-01-08,281.16
651,16,2024-01-08,549.1
652,595,2024-07-11,162.81
653,2253,2024-07-11,76.29
654,1682,2024-07-11,972.01
655,750,2023-12-07,577.04
656,29,2023-12-07,948.35
657,147,2023-12-07,412.53
658,1624,2024-08-09,200.69
659,939,2023-11-30,949.72
660,205,2024-08-31,369.07
661,761,2024-08-31,996.82
662,676,2023-10-31,100.31
663,1013,2023-10-31,252.38
664,1595,2024-04-30,134.8
665,1534,2024-04-30,540.65
666,2080,2024-02-14,531.26
667,462,2024-02-14,353.81
668,367,2024-03-01,95.95
669,2050,2024-03-01,328.49
670,193,2024-03-01,624.83
671,1483,2024-03-01,753.52
672,1496,2024-03-01,598.21
673,660,2024-03-01,448.41
674,2383,2024-03-01,265.46
675,1743,2024-08-12,329.18
676,2224,2024-10-04,683.93
677,2451,2024-10-04,94.76
678,1928,2024-07-14,948.96
679,2241,2024-07-14,599.84
680,1535,2024-07-14,121.62
681,1158,2024-01-21,440.48
682,2373,2024-01-21,471.3
683,620,2024-02-29,965.16
684,2476,2024-02-29,224.02
685,1099,2024-07-10,124.51
686,1696,2024-07-10,232.92
687,375,2024-07-10,141.96
688,1443,2024-08-25,560.94
689,921,2024-08-25,294.08
690,557,2024-06-12,423.38
691,837,2024-07-24,566.1
692,936,2024-04-26,154.81
693,747,2024-04-26,91.45
694,1201,2024-04-26,372.27
695,1998,2024-02-12,159.65
696,629,2024-02-12,125.84
697,158,2024-02-12,47.9
698,1345,2023-12-01,740.09
699,1839,2023-12-01,802.87
700,1738,2023-12-01,655.88
701,492,2024-04-07,534.95
702,7,2024-04-07,508.36
703,2290,2024-04-07,303.7
704,2367,2024-07-04,822.84
705,370,2024-07-04,998.87
706,1968,2024-07-04,194.37
707,1074,2024-05-28,524.18
708,1476,2024-05-28,943.95
709,1382,2024-05-28,212.6
710,193,2023-12-15,147.26
711,1428,2023-12-15,464.01
712,1540,2024-06-25,126.54
713,1663,2024-06-25,948.33
714,727,2024-04-07,863.54
715,1385,2024-04-07,449.61
716,1802,2024-06-20,177.76
717,722,2024-06-20,101.91
718,1761,2024-01-03,962.31
719,448,2024-07-09,236.65
720,1677,2024-07-09,373.05
721,165,2024-07-09,323.69
722,1191,2024-07-09,143.52
723,1427,2024-07-09,849.41
724,174,2024-07-09,648.22
725,1930,2024-07-09,928.02
726,710,2024-07-09,325.97
727,1845,2024-07-09,896.8
728,1845,2024-07-09,775.17
729,681,2024-07-09,607.28
730,1055,2024-07-09,647.59
731,1440,2024-07-09,576.27
732,696,2024-07-09,950.96
733,1937,2023-10-14,210.13
734,705,2023-10-14,712.58
735,1956,2024-10-10,905.91
736,143,2024-10-10,144.37
737,593,2024-04-14,236.27
738,463,2024-04-14,512.7
739,1754,2024-04-14,407.75
740,1196,2024-06-29,489.32
741,1478,2024-06-29,933.66
742,975,2024-06-29,230.48
743,1814,2024-01-28,186.29
744,1893,2024-01-28,92.35
745,144,2024-01-28,857.63
746,1889,2024-01-20,610.6
747,2063,2024-01-20,674.01
748,394,2024-09-19,149.58
749,1459,2024-09-19,827.28
750,628,2024-10-11,917.53
751,2136,2023-11-25,103.09
752,222,2023-11-25,261.95
753,1779,2023-11-25,728.53
754,350,2024-07-16,699.33
755,2134,2024-04-14,649.37
756,664,2024-04-14,135.01
757,2126,2024-04-14,757.44
758,300,2024-04-12,979.47
759,1573,2024-03-26,484.39
760,1201,2024-03-26,810.9
761,1252,2024-03-11,100.39
762,2193,2024-03-11,251.42
763,1250,2024-03-11,234.93
764,1348,2024-08-10,910.24
765,1770,2024-08-10,888.95
766,1190,2024-03-01,333.87
767,600,2024-03-01,898.16
768,1113,2024-03-01,468.73
769,448,2024-03-01,669.45
770,1813,2024-03-01,135.11
771,2174,2024-03-01,529.94
772,1098,2024-03-01,517.78
773,154,2024-03-01,845.55
774,918,2024-03-01,316.2
775,95,2024-03-01,380.47
776,807,2023-12-31,886.96
777,444,2024-06-26,898.43
778,841,2024-06-26,404.05
779,968,2024-03-11,72.73
780,2414,2024-03-11,687.58
781,749,2024-03-11,448.36
782,2469,2023-12-07,628.48
783,836,2023-12-07,449.12
784,2236,2023-12-07,21.52
785,218,2023-11-11,816.05
786,1689,2023-11-11,301.08
787,1384,2023-11-11,868.47
788,1124,2023-11-05,409.55
789,2283,2023-11-05,626.07
790,2160,2023-12-20,295.62
791,1143,2023-12-20,649.99
792,1394,2024-05-10,998.93
793,1341,2024-05-10,968.51
794,1161,2024-05-10,864.56
795,1309,2023-10-22,970.31
796,2223,2023-11-02,583.5
797,745,2023-11-02,237.64
798,1313,2024-08-23,179.82
799,397,2024-06-24,480.01
800,1793,2024-06-24,762.3
801,475,2024-09-01,538.61
802,2224,2024-04-23,863.51
803,1829,2024-04-23,342.04
804,19,2024-04-23,377.28
805,1465,2024-02-14,290.46
806,2413,2024-02-14,680.87
807,1791,2024-02-14,396.67
808,1748,2024-02-23,800.75
809,503,2024-02-23,652.38
810,1529,2024-04-10,470.16
811,1365,2024-05-09,725.75
812,516,2024-04-15,353.72
813,779,2023-10-17,732.01
814,321,2023-10-17,308.95
815,290,2023-10-17,696.01
816,1192,2024-03-02,400.25
817,1515,2024-03-02,622.15
818,478,2024-03-02,809.59
819,162,2024-03-02,876.13
820,591,2024-03-02,757.34
821,1211,2024-03-02,842.46
822,1558,2024-03-02,963.03
823,1365,2024-03-02,688.87
824,356,2024-03-02,579.65
825,1522,2024-03-02,331.29
826,428,2024-03-02,883.8
827,566,2024-03-02,959.61
828,2266,2024-05-24,659.84
829,1380,2024-05-24,264.62
830,849,2023-11-02,533.65
831,575,2023-11-02,302.46
832,2400,2023-11-02,714.65
833,534,2023-11-04,760.95
834,976,2023-11-04,608.92
835,503,2023-11-04,748.6
836,1565,2024-01-20,283.07
837,2008,2024-01-20,546.39
838,681,2024-01-20,722.1
839,2086,2024-04-22,234.69
840,178,2024-05-05,934.15
841,1124,2024-05-05,385.59
842,82,2024-05-05,949.42
843,328,2024-01-20,449.7
844,1354,2024-04-18,104.93
845,1949,2024-05-09,317.22
846,2407,2024-05-09,231.08
847,1249,2024-05-09,971.64
848,2457,2024-02-22,23.61
849,1389,2024-01-04,889.39
850,1924,2023-11-27,980.04
851,329,2023-11-27,843.97
852,2188,2023-11-27,23.68
853,1060,2024-03-14,610.74
854,1158,2024-03-14,142.02
855,1887,2024-03-14,306.33
856,806,2024-10-04,402.91
857,1691,2024-10-04,407.76
858,57,2024-10-10,747.32
859,1524,2024-10-10,104.14
860,367,2024-10-10,344.12
861,40,2023-12-26,852.34
862,2427,2023-12-26,862.83
863,317,2024-03-27,749.13
864,256,2024-09-19,121.01
865,678,2024-09-19,714.03
866,2375,2024-02-07,583.81
867,1737,2024-02-07,417.39
868,1409,2024-02-07,914.5
869,704,2023-11-09,354.19
870,1408,2023-11-09,763.33
871,164,2023-11-09,575.97
872,1690,2024-04-22,583.93
873,572,2024-04-22,732.79
874,1955,2024-04-22,796.99
875,1720,2024-05-16,68.92
876,1523,2024-05-16,140.68
877,1386,2024-05-16,601.42
878,891,2024-06-07,579.65
879,798,2024-04-06,282.16
880,514,2024-04-06,481.99
881,168,2024-04-06,426.65
882,1059,2023-11-17,878.42
883,451,2024-05-18,486.63
884,889,2024-05-18,846.37
885,325,2024-03-07,766.56
886,1405,2024-03-07,596.36
887,1840,2024-09-14,316.68
888,2164,2024-09-14,427.86
889,124,2024-09-14,675.11
890,372,2024-07-06,251.79
891,431,2024-07-06,156.4
892,1797,2024-07-06,349.8
893,2344,2024-07-06,586.28
894,2403,2024-07-06,660.83
895,180,2024-07-06,273.75
